datum,sasong,hemma,borta,hemmamal,bortamal
1965-10-17,1965,Djurgården,Malmö FF,0,3
1965-10-24,1965,Örgryte,Djurgården,6,4
1965-10-24,1965,Sundsvall,AIK,2,3
1965-10-24,1965,Malmö FF,IFK Göteborg,3,0
1965-10-24,1965,Hammarby,IFK Norrköping,2,4
1965-10-24,1965,Elfsborg,Örebro,0,0
1965-10-24,1965,Degerfors,Helsingborg,1,1
1966-04-24,1966,Örgryte,Djurgården,1,3
1966-04-24,1966,IFK Norrköping,IFK Göteborg,4,1
1966-04-24,1966,Malmö FF,Gais,2,0
1966-04-24,1966,Elfsborg,Örebro,2,1
1966-04-24,1966,AIK,Brage,4,0
1966-05-01,1966,Örebro,Örgryte,2,3
1966-05-01,1966,Malmö FF,AIK,2,0
1966-05-01,1966,Gais,IFK Norrköping,1,1
1966-05-01,1966,Elfsborg,Degerfors,3,0
1966-05-01,1966,Djurgården,IFK Göteborg,2,0
1966-05-01,1966,Brage,Helsingborg,2,2
1966-05-05,1966,Örgryte,Malmö FF,1,1
1966-05-05,1966,IFK Norrköping,Djurgården,3,0
1966-05-08,1966,Helsingborg,Örebro,3,1
1966-05-08,1966,IFK Göteborg,Brage,3,2
1966-05-08,1966,Degerfors,Gais,0,1
1966-05-08,1966,AIK,Elfsborg,1,2
1966-05-12,1966,Örgryte,Elfsborg,2,2
1966-05-15,1966,IFK Norrköping,Brage,3,1
1966-05-15,1966,Malmö FF,Örebro,3,3
1966-05-15,1966,IFK Göteborg,Helsingborg,1,0
1966-05-15,1966,Degerfors,Djurgården,1,3
1966-05-15,1966,AIK,Gais,0,0
1966-05-22,1966,Örebro,IFK Göteborg,2,1
1966-05-22,1966,Helsingborg,IFK Norrköping,2,5
1966-05-22,1966,Gais,Örgryte,3,2
1966-05-22,1966,Elfsborg,Malmö FF,2,2
1966-05-22,1966,Brage,Degerfors,1,0
1966-05-25,1966,Djurgården,AIK,1,0
1966-05-26,1966,IFK Norrköping,Örgryte,0,3
1966-05-26,1966,IFK Göteborg,Malmö FF,0,0
1966-05-26,1966,Degerfors,Helsingborg,0,0
1966-05-30,1966,Helsingborg,Elfsborg,1,1
1966-05-30,1966,Degerfors,AIK,2,4
1966-05-30,1966,Brage,Gais,1,0
1966-06-01,1966,Djurgården,Örebro,3,0
1966-06-07,1966,Gais,Djurgården,0,0
1966-06-07,1966,AIK,IFK Norrköping,1,0
1966-06-09,1966,Örgryte,IFK Göteborg,0,2
1966-06-09,1966,Örebro,Degerfors,2,1
1966-06-09,1966,Malmö FF,Helsingborg,4,1
1966-06-09,1966,Elfsborg,Brage,3,0
1966-06-12,1966,IFK Norrköping,Elfsborg,2,0
1966-06-12,1966,Helsingborg,Djurgården,2,4
1966-06-12,1966,IFK Göteborg,Gais,1,0
1966-06-12,1966,Degerfors,Malmö FF,0,2
1966-06-12,1966,Brage,Örebro,1,5
1966-06-12,1966,AIK,Örgryte,3,1
1966-06-16,1966,Örgryte,Degerfors,3,1
1966-06-16,1966,Örebro,AIK,1,0
1966-06-16,1966,Malmö FF,IFK Norrköping,2,2
1966-06-16,1966,Elfsborg,IFK Göteborg,2,3
1966-06-16,1966,Djurgården,Brage,4,0
1966-06-19,1966,Gais,Helsingborg,2,3
1966-08-03,1966,Helsingborg,AIK,2,2
1966-08-03,1966,IFK Göteborg,Degerfors,4,2
1966-08-03,1966,Brage,Örgryte,1,3
1966-08-07,1966,Örebro,IFK Norrköping,0,3
1966-08-08,1966,Gais,Elfsborg,0,2
1966-08-08,1966,Djurgården,Malmö FF,3,0
1966-08-11,1966,Helsingborg,Örgryte,2,2
1966-08-11,1966,IFK Göteborg,AIK,2,1
1966-08-11,1966,Djurgården,Elfsborg,0,0
1966-08-11,1966,Degerfors,IFK Norrköping,0,2
1966-08-11,1966,Brage,Malmö FF,2,1
1966-08-14,1966,Gais,Örebro,0,3
1966-08-18,1966,Örgryte,Helsingborg,1,1
1966-08-18,1966,Örebro,Gais,0,1
1966-08-18,1966,IFK Norrköping,Degerfors,4,0
1966-08-18,1966,Malmö FF,Brage,3,0
1966-08-18,1966,Elfsborg,Djurgården,2,1
1966-08-18,1966,AIK,IFK Göteborg,4,1
1966-08-21,1966,Örebro,Elfsborg,3,1
1966-08-21,1966,Helsingborg,Degerfors,4,2
1966-08-21,1966,IFK Göteborg,IFK Norrköping,3,3
1966-08-21,1966,Djurgården,Örgryte,3,0
1966-08-21,1966,Brage,AIK,1,2
1966-08-25,1966,Gais,Malmö FF,3,1
1966-08-28,1966,Örgryte,Brage,4,1
1966-08-28,1966,IFK Norrköping,Örebro,6,1
1966-08-28,1966,Elfsborg,Gais,1,1
1966-08-28,1966,Degerfors,IFK Göteborg,1,1
1966-08-28,1966,AIK,Helsingborg,0,0
1966-08-31,1966,Malmö FF,Djurgården,0,2
1966-09-01,1966,Örgryte,IFK Norrköping,3,2
1966-09-04,1966,Örebro,Djurgården,1,2
1966-09-04,1966,Malmö FF,IFK Göteborg,1,2
1966-09-04,1966,Gais,Brage,0,2
1966-09-04,1966,Elfsborg,Helsingborg,3,3
1966-09-04,1966,AIK,Degerfors,4,1
1966-09-08,1966,IFK Norrköping,AIK,6,0
1966-09-08,1966,IFK Göteborg,Örgryte,1,2
1966-09-08,1966,Djurgården,Gais,1,2
1966-09-11,1966,Degerfors,Örebro,2,2
1966-09-11,1966,Brage,Elfsborg,0,3
1966-09-14,1966,Helsingborg,Malmö FF,1,0
1966-09-22,1966,Örgryte,Gais,1,1
1966-09-22,1966,Malmö FF,Elfsborg,1,2
1966-09-22,1966,AIK,Djurgården,1,0
1966-09-25,1966,IFK Norrköping,Helsingborg,0,0
1966-09-25,1966,IFK Göteborg,Örebro,3,2
1966-09-25,1966,Degerfors,Brage,4,1
1966-10-02,1966,Örebro,Malmö FF,2,2
1966-10-02,1966,Helsingborg,IFK Göteborg,0,3
1966-10-02,1966,Gais,AIK,0,1
1966-10-02,1966,Elfsborg,Örgryte,2,1
1966-10-02,1966,Djurgården,Degerfors,4,0
1966-10-02,1966,Brage,IFK Norrköping,1,3
1966-10-09,1966,IFK Norrköping,Malmö FF,3,0
1966-10-09,1966,Helsingborg,Gais,0,1
1966-10-09,1966,IFK Göteborg,Elfsborg,1,1
1966-10-09,1966,Degerfors,Örgryte,1,6
1966-10-09,1966,Brage,Djurgården,0,1
1966-10-09,1966,AIK,Örebro,3,1
1966-10-13,1966,Gais,IFK Göteborg,1,5
1966-10-16,1966,Örgryte,AIK,1,3
1966-10-16,1966,Örebro,Brage,2,1
1966-10-16,1966,Malmö FF,Degerfors,1,2
1966-10-16,1966,Elfsborg,IFK Norrköping,2,1
1966-10-16,1966,Djurgården,Helsingborg,2,0
1966-10-20,1966,IFK Göteborg,Djurgården,4,4
1966-10-23,1966,Örgryte,Örebro,3,3
1966-10-23,1966,IFK Norrköping,Gais,0,0
1966-10-23,1966,Helsingborg,Brage,1,5
1966-10-23,1966,Degerfors,Elfsborg,1,4
1966-10-23,1966,AIK,Malmö FF,1,2
1966-10-30,1966,Örebro,Helsingborg,5,0
1966-10-30,1966,Malmö FF,Örgryte,2,2
1966-10-30,1966,Gais,Degerfors,2,0
1966-10-30,1966,Elfsborg,AIK,0,1
1966-10-30,1966,Djurgården,IFK Norrköping,3,0
1966-10-30,1966,Brage,IFK Göteborg,0,2
1967-04-12,1967,Djurgården,Helsingborg,2,0
1967-04-13,1967,Örgryte,IFK Norrköping,2,0
1967-04-14,1967,Malmö FF,AIK,2,1
1967-04-15,1967,Elfsborg,IFK Göteborg,3,0
1967-04-16,1967,Hammarby,Örebro,0,2
1967-04-16,1967,Gais,Holmsund,1,1
1967-04-20,1967,IFK Norrköping,Djurgården,0,1
1967-04-20,1967,IFK Göteborg,Malmö FF,4,2
1967-04-23,1967,Örebro,Örgryte,1,2
1967-04-23,1967,Helsingborg,Elfsborg,3,2
1967-04-23,1967,AIK,Gais,2,0
1967-04-26,1967,Djurgården,Malmö FF,0,0
1967-04-27,1967,Örgryte,Gais,1,4
1967-04-27,1967,IFK Norrköping,Hammarby,1,0
1967-04-30,1967,Örebro,Elfsborg,2,0
1967-05-01,1967,Helsingborg,Holmsund,4,1
1967-05-01,1967,IFK Göteborg,AIK,2,3
1967-05-03,1967,Malmö FF,Örgryte,3,0
1967-05-04,1967,Holmsund,Hammarby,2,1
1967-05-04,1967,Elfsborg,Djurgården,1,2
1967-05-05,1967,AIK,Örebro,1,0
1967-05-07,1967,Holmsund,IFK Göteborg,1,3
1967-05-07,1967,Hammarby,Helsingborg,0,2
1967-05-07,1967,Gais,IFK Norrköping,1,2
1967-05-09,1967,Örgryte,Djurgården,0,1
1967-05-10,1967,AIK,Hammarby,2,0
1967-05-11,1967,Örebro,Holmsund,3,1
1967-05-11,1967,IFK Norrköping,Elfsborg,1,1
1967-05-11,1967,Helsingborg,Malmö FF,0,2
1967-05-11,1967,IFK Göteborg,Gais,1,2
1967-05-15,1967,Gais,Örebro,2,0
1967-05-19,1967,Hammarby,IFK Göteborg,2,2
1967-05-21,1967,Malmö FF,IFK Norrköping,1,0
1967-05-21,1967,Holmsund,AIK,0,2
1967-05-21,1967,Gais,Helsingborg,0,0
1967-05-21,1967,Elfsborg,Örgryte,4,4
1967-05-21,1967,Djurgården,Örebro,2,2
1967-05-24,1967,Örgryte,IFK Göteborg,1,1
1967-05-24,1967,Malmö FF,Hammarby,4,2
1967-05-25,1967,IFK Norrköping,Helsingborg,1,0
1967-05-25,1967,Elfsborg,Holmsund,4,1
1967-05-25,1967,Djurgården,AIK,1,1
1967-06-04,1967,Örebro,IFK Norrköping,0,1
1967-06-04,1967,Holmsund,Malmö FF,0,2
1967-06-04,1967,Helsingborg,Örgryte,4,1
1967-06-04,1967,IFK Göteborg,Djurgården,3,3
1967-06-04,1967,AIK,Elfsborg,6,1
1967-06-06,1967,Hammarby,Gais,1,0
1967-06-13,1967,Örebro,Malmö FF,1,0
1967-06-13,1967,IFK Göteborg,Helsingborg,1,2
1967-06-14,1967,AIK,IFK Norrköping,1,0
1967-06-15,1967,Holmsund,Örgryte,1,3
1967-06-15,1967,Hammarby,Djurgården,2,1
1967-06-15,1967,Gais,Elfsborg,3,0
1967-06-18,1967,Malmö FF,Gais,2,1
1967-06-18,1967,Helsingborg,Örebro,1,2
1967-06-18,1967,Elfsborg,Hammarby,3,1
1967-06-20,1967,Örgryte,AIK,5,0
1967-06-20,1967,IFK Norrköping,IFK Göteborg,1,0
1967-06-21,1967,Djurgården,Holmsund,4,2
1967-06-27,1967,Djurgården,Gais,2,0
1967-06-28,1967,Malmö FF,Elfsborg,0,0
1967-06-29,1967,Örgryte,Hammarby,2,1
1967-06-29,1967,Örebro,IFK Göteborg,2,0
1967-06-29,1967,Holmsund,IFK Norrköping,1,0
1967-06-29,1967,AIK,Helsingborg,3,4
1967-08-13,1967,Helsingborg,AIK,0,1
1967-08-13,1967,Hammarby,Örgryte,3,3
1967-08-13,1967,Gais,Djurgården,2,1
1967-08-13,1967,Elfsborg,Malmö FF,2,3
1967-08-15,1967,IFK Norrköping,Holmsund,6,2
1967-08-15,1967,IFK Göteborg,Örebro,3,3
1967-08-17,1967,Örgryte,Helsingborg,2,3
1967-08-20,1967,Malmö FF,Holmsund,8,0
1967-08-20,1967,Elfsborg,AIK,1,1
1967-08-20,1967,Djurgården,IFK Göteborg,3,1
1967-08-22,1967,IFK Norrköping,Örebro,2,3
1967-08-22,1967,Gais,Hammarby,1,0
1967-08-24,1967,IFK Göteborg,Örgryte,4,1
1967-08-24,1967,AIK,Djurgården,0,0
1967-08-27,1967,Örebro,Gais,0,1
1967-08-27,1967,Holmsund,Elfsborg,1,4
1967-08-27,1967,Helsingborg,IFK Norrköping,1,2
1967-08-27,1967,Hammarby,Malmö FF,1,1
1967-09-07,1967,Hammarby,IFK Norrköping,1,1
1967-09-07,1967,Gais,Örgryte,3,1
1967-09-10,1967,Malmö FF,Djurgården,3,0
1967-09-10,1967,Holmsund,Helsingborg,1,4
1967-09-10,1967,Elfsborg,Örebro,5,1
1967-09-10,1967,AIK,IFK Göteborg,0,1
1967-09-14,1967,Örgryte,Malmö FF,0,1
1967-09-14,1967,IFK Norrköping,Gais,1,0
1967-09-14,1967,Djurgården,Elfsborg,1,5
1967-09-17,1967,Örebro,AIK,3,0
1967-09-17,1967,Helsingborg,Hammarby,2,1
1967-09-17,1967,IFK Göteborg,Holmsund,5,0
1967-09-21,1967,Hammarby,AIK,3,1
1967-09-21,1967,Gais,IFK Göteborg,1,4
1967-09-24,1967,Malmö FF,Helsingborg,1,2
1967-09-24,1967,Holmsund,Örebro,0,2
1967-09-24,1967,Elfsborg,IFK Norrköping,1,2
1967-09-26,1967,Djurgården,Örgryte,1,1
1967-09-28,1967,IFK Göteborg,Hammarby,1,0
1967-10-01,1967,Örgryte,Elfsborg,2,2
1967-10-01,1967,Örebro,Djurgården,2,2
1967-10-01,1967,IFK Norrköping,Malmö FF,2,2
1967-10-01,1967,Helsingborg,Gais,3,2
1967-10-01,1967,AIK,Holmsund,6,2
1967-10-08,1967,Örgryte,Holmsund,7,2
1967-10-08,1967,IFK Norrköping,AIK,1,1
1967-10-08,1967,Malmö FF,Örebro,3,1
1967-10-08,1967,Helsingborg,IFK Göteborg,3,1
1967-10-08,1967,Elfsborg,Gais,0,2
1967-10-08,1967,Djurgården,Hammarby,2,1
1967-10-12,1967,Gais,Malmö FF,1,7
1967-10-12,1967,AIK,Örgryte,2,0
1967-10-15,1967,Örebro,Helsingborg,1,1
1967-10-15,1967,Holmsund,Djurgården,1,7
1967-10-15,1967,Hammarby,Elfsborg,0,1
1967-10-15,1967,IFK Göteborg,IFK Norrköping,1,0
1967-10-19,1967,Örgryte,Örebro,1,3
1967-10-19,1967,Hammarby,Holmsund,1,3
1967-10-22,1967,Malmö FF,IFK Göteborg,2,2
1967-10-22,1967,Gais,AIK,3,3
1967-10-22,1967,Elfsborg,Helsingborg,4,2
1967-10-22,1967,Djurgården,IFK Norrköping,0,0
1967-10-29,1967,Örebro,Hammarby,3,2
1967-10-29,1967,IFK Norrköping,Örgryte,2,1
1967-10-29,1967,Holmsund,Gais,1,2
1967-10-29,1967,Helsingborg,Djurgården,1,4
1967-10-29,1967,IFK Göteborg,Elfsborg,1,2
1967-10-29,1967,AIK,Malmö FF,1,4
1968-04-15,1968,Öster,Åtvidaberg,3,1
1968-04-15,1968,Örgryte,Örebro,1,4
1968-04-15,1968,IFK Norrköping,Gais,1,0
1968-04-15,1968,Helsingborg,Djurgården,0,2
1968-04-15,1968,Elfsborg,IFK Göteborg,2,1
1968-04-15,1968,AIK,Malmö FF,0,1
1968-04-18,1968,IFK Göteborg,IFK Norrköping,1,1
1968-04-21,1968,Örebro,Helsingborg,2,1
1968-04-21,1968,Åtvidaberg,AIK,2,1
1968-04-21,1968,Malmö FF,Örgryte,5,1
1968-04-21,1968,Gais,Öster,1,3
1968-04-21,1968,Djurgården,Elfsborg,1,1
1968-04-25,1968,Örgryte,AIK,1,1
1968-04-28,1968,IFK Norrköping,Malmö FF,4,1
1968-04-28,1968,Helsingborg,Öster,1,3
1968-04-28,1968,IFK Göteborg,Örebro,1,3
1968-04-28,1968,Elfsborg,Åtvidaberg,1,3
1968-04-28,1968,Djurgården,Gais,4,1
1968-05-05,1968,Öster,Elfsborg,1,2
1968-05-05,1968,Örebro,Djurgården,1,0
1968-05-05,1968,Åtvidaberg,IFK Norrköping,3,1
1968-05-05,1968,Malmö FF,IFK Göteborg,1,1
1968-05-05,1968,Gais,Örgryte,1,1
1968-05-05,1968,AIK,Helsingborg,0,4
1968-05-09,1968,Örebro,Gais,2,1
1968-05-09,1968,IFK Norrköping,Öster,2,0
1968-05-09,1968,Helsingborg,Örgryte,1,0
1968-05-09,1968,IFK Göteborg,Åtvidaberg,1,0
1968-05-09,1968,Elfsborg,AIK,1,1
1968-05-09,1968,Djurgården,Malmö FF,2,2
1968-05-16,1968,Öster,IFK Göteborg,4,1
1968-05-16,1968,Örgryte,Elfsborg,0,0
1968-05-16,1968,Åtvidaberg,Djurgården,0,2
1968-05-16,1968,Malmö FF,Örebro,1,1
1968-05-16,1968,AIK,IFK Norrköping,1,1
1968-05-19,1968,Gais,Helsingborg,1,3
1968-05-26,1968,IFK Norrköping,Örebro,0,2
1968-05-26,1968,Helsingborg,Åtvidaberg,1,3
1968-05-26,1968,IFK Göteborg,Djurgården,1,1
1968-05-26,1968,Elfsborg,Malmö FF,1,2
1968-05-26,1968,AIK,Gais,2,0
1968-05-27,1968,Örgryte,Öster,1,1
1968-05-30,1968,Gais,IFK Göteborg,3,0
1968-06-03,1968,Öster,AIK,0,0
1968-06-03,1968,Åtvidaberg,Örgryte,0,2
1968-06-05,1968,Örebro,Elfsborg,0,3
1968-06-05,1968,Malmö FF,Helsingborg,2,0
1968-06-05,1968,Djurgården,IFK Norrköping,2,1
1968-06-06,1968,Gais,Åtvidaberg,1,0
1968-06-09,1968,Örebro,AIK,1,2
1968-06-09,1968,IFK Norrköping,Elfsborg,1,1
1968-06-09,1968,Malmö FF,Öster,4,0
1968-06-09,1968,IFK Göteborg,Helsingborg,1,2
1968-06-09,1968,Djurgården,Örgryte,0,3
1968-06-12,1968,Öster,Örebro,3,3
1968-06-12,1968,Örgryte,IFK Göteborg,2,2
1968-06-12,1968,Åtvidaberg,Malmö FF,2,1
1968-06-12,1968,Helsingborg,IFK Norrköping,1,3
1968-06-12,1968,Elfsborg,Gais,3,1
1968-06-12,1968,AIK,Djurgården,0,4
1968-06-19,1968,Örebro,Åtvidaberg,0,1
1968-06-19,1968,IFK Norrköping,Örgryte,1,0
1968-06-19,1968,Malmö FF,Gais,1,2
1968-06-19,1968,IFK Göteborg,AIK,2,1
1968-06-19,1968,Elfsborg,Helsingborg,1,1
1968-06-19,1968,Djurgården,Öster,2,1
1968-08-08,1968,Öster,Djurgården,1,2
1968-08-08,1968,Örgryte,IFK Norrköping,0,4
1968-08-08,1968,Helsingborg,Elfsborg,0,2
1968-08-08,1968,AIK,IFK Göteborg,9,3
1968-08-11,1968,Åtvidaberg,Örebro,4,0
1968-08-11,1968,Gais,Malmö FF,0,2
1968-08-15,1968,Örebro,Malmö FF,2,1
1968-08-15,1968,IFK Norrköping,AIK,2,2
1968-08-15,1968,Helsingborg,Gais,2,2
1968-08-15,1968,IFK Göteborg,Öster,2,3
1968-08-15,1968,Elfsborg,Örgryte,4,2
1968-08-15,1968,Djurgården,Åtvidaberg,2,1
1968-08-18,1968,Öster,IFK Norrköping,2,1
1968-08-18,1968,Örgryte,Helsingborg,0,2
1968-08-18,1968,Åtvidaberg,IFK Göteborg,2,1
1968-08-18,1968,Malmö FF,Djurgården,1,1
1968-08-18,1968,AIK,Elfsborg,0,0
1968-08-22,1968,Gais,Örebro,4,1
1968-08-25,1968,Öster,Malmö FF,4,1
1968-08-25,1968,Örgryte,Djurgården,2,4
1968-08-25,1968,Åtvidaberg,Gais,3,0
1968-08-25,1968,Helsingborg,IFK Göteborg,0,3
1968-08-25,1968,Elfsborg,IFK Norrköping,1,2
1968-08-25,1968,AIK,Örebro,1,3
1968-08-29,1968,Gais,Elfsborg,3,0
1968-09-02,1968,IFK Göteborg,Örgryte,1,1
1968-09-04,1968,Örebro,Öster,2,1
1968-09-04,1968,IFK Norrköping,Helsingborg,3,0
1968-09-04,1968,Malmö FF,Åtvidaberg,1,0
1968-09-04,1968,Djurgården,AIK,2,0
1968-09-08,1968,Öster,Gais,3,1
1968-09-08,1968,Örgryte,Malmö FF,0,5
1968-09-08,1968,IFK Norrköping,IFK Göteborg,0,1
1968-09-08,1968,Helsingborg,Örebro,0,1
1968-09-08,1968,Elfsborg,Djurgården,4,0
1968-09-08,1968,AIK,Åtvidaberg,2,0
1968-09-19,1968,IFK Göteborg,Elfsborg,3,2
1968-09-22,1968,Örebro,Örgryte,1,3
1968-09-22,1968,Åtvidaberg,Öster,0,3
1968-09-22,1968,Malmö FF,AIK,3,1
1968-09-22,1968,Gais,IFK Norrköping,0,2
1968-09-22,1968,Djurgården,Helsingborg,0,0
1968-09-26,1968,Örgryte,Gais,2,2
1968-09-29,1968,IFK Norrköping,Åtvidaberg,1,0
1968-09-29,1968,Helsingborg,AIK,1,0
1968-09-29,1968,IFK Göteborg,Malmö FF,2,3
1968-09-29,1968,Elfsborg,Öster,0,3
1968-09-29,1968,Djurgården,Örebro,1,3
1968-10-12,1968,Öster,Helsingborg,3,0
1968-10-12,1968,Örebro,IFK Göteborg,1,1
1968-10-12,1968,Åtvidaberg,Elfsborg,2,1
1968-10-12,1968,Malmö FF,IFK Norrköping,4,1
1968-10-12,1968,Gais,Djurgården,3,1
1968-10-12,1968,AIK,Örgryte,3,3
1968-10-19,1968,Örgryte,Åtvidaberg,3,1
1968-10-19,1968,IFK Norrköping,Djurgården,2,2
1968-10-19,1968,Helsingborg,Malmö FF,2,0
1968-10-19,1968,Elfsborg,Örebro,3,1
1968-10-19,1968,AIK,Öster,1,0
1968-10-20,1968,IFK Göteborg,Gais,0,0
1968-10-27,1968,Öster,Örgryte,2,0
1968-10-27,1968,Örebro,IFK Norrköping,0,2
1968-10-27,1968,Åtvidaberg,Helsingborg,6,1
1968-10-27,1968,Malmö FF,Elfsborg,0,0
1968-10-27,1968,Gais,AIK,2,0
1968-10-27,1968,Djurgården,IFK Göteborg,1,1
1969-04-13,1969,Öster,Djurgården,1,0
1969-04-13,1969,IFK Norrköping,Örebro,3,0
1969-04-13,1969,Malmö FF,Sirius,3,0
1969-04-13,1969,IFK Göteborg,Åtvidaberg,2,3
1969-04-13,1969,Elfsborg,Gais,0,1
1969-04-13,1969,AIK,Jönköpings Södra,0,0
1969-04-20,1969,Örebro,AIK,1,0
1969-04-20,1969,Åtvidaberg,Elfsborg,0,2
1969-04-20,1969,Sirius,Öster,0,0
1969-04-20,1969,Jönköpings Södra,Malmö FF,1,1
1969-04-20,1969,Gais,IFK Norrköping,2,1
1969-04-20,1969,Djurgården,IFK Göteborg,0,4
1969-04-27,1969,Öster,Örebro,0,1
1969-04-27,1969,Åtvidaberg,Djurgården,3,2
1969-04-27,1969,Malmö FF,IFK Norrköping,3,0
1969-04-27,1969,IFK Göteborg,Jönköpings Södra,1,1
1969-04-27,1969,Elfsborg,Sirius,1,1
1969-04-27,1969,AIK,Gais,2,2
1969-05-04,1969,Örebro,Malmö FF,1,2
1969-05-04,1969,Sirius,IFK Göteborg,0,1
1969-05-04,1969,IFK Norrköping,AIK,1,1
1969-05-04,1969,Jönköpings Södra,Öster,0,5
1969-05-04,1969,Gais,Åtvidaberg,2,3
1969-05-04,1969,Djurgården,Elfsborg,4,1
1969-05-11,1969,Öster,IFK Norrköping,1,1
1969-05-11,1969,Åtvidaberg,Sirius,2,0
1969-05-11,1969,Malmö FF,AIK,1,1
1969-05-11,1969,IFK Göteborg,Örebro,1,0
1969-05-11,1969,Elfsborg,Jönköpings Södra,1,0
1969-05-11,1969,Djurgården,Gais,6,0
1969-05-15,1969,Örebro,Elfsborg,3,1
1969-05-15,1969,Sirius,Djurgården,0,1
1969-05-15,1969,IFK Norrköping,IFK Göteborg,0,2
1969-05-15,1969,Jönköpings Södra,Åtvidaberg,1,1
1969-05-15,1969,Gais,Malmö FF,3,0
1969-05-15,1969,AIK,Öster,1,2
1969-05-26,1969,Öster,Malmö FF,1,2
1969-05-26,1969,Åtvidaberg,Örebro,2,1
1969-05-26,1969,Sirius,Gais,0,1
1969-05-26,1969,IFK Göteborg,AIK,2,0
1969-05-26,1969,Elfsborg,IFK Norrköping,1,0
1969-05-26,1969,Djurgården,Jönköpings Södra,3,0
1969-05-29,1969,Örebro,Djurgården,1,0
1969-05-29,1969,IFK Norrköping,Åtvidaberg,4,2
1969-05-29,1969,Malmö FF,IFK Göteborg,1,0
1969-05-29,1969,Jönköpings Södra,Sirius,0,3
1969-05-29,1969,Gais,Öster,1,0
1969-05-29,1969,AIK,Elfsborg,0,2
1969-06-04,1969,Åtvidaberg,Malmö FF,2,0
1969-06-04,1969,Sirius,IFK Norrköping,0,1
1969-06-04,1969,Jönköpings Södra,Örebro,0,1
1969-06-04,1969,IFK Göteborg,Gais,2,0
1969-06-04,1969,Elfsborg,Öster,1,1
1969-06-04,1969,Djurgården,AIK,2,0
1969-06-08,1969,Öster,IFK Göteborg,4,1
1969-06-08,1969,Örebro,Sirius,5,1
1969-06-08,1969,IFK Norrköping,Djurgården,3,0
1969-06-08,1969,Malmö FF,Elfsborg,2,2
1969-06-08,1969,Gais,Jönköpings Södra,4,0
1969-06-08,1969,AIK,Åtvidaberg,0,1
1969-06-12,1969,Örebro,Gais,1,1
1969-06-12,1969,Åtvidaberg,Öster,5,2
1969-06-12,1969,Malmö FF,Djurgården,1,2
1969-06-12,1969,Jönköpings Södra,IFK Norrköping,1,3
1969-06-12,1969,IFK Göteborg,Elfsborg,2,0
1969-06-12,1969,AIK,Sirius,1,0
1969-08-14,1969,Öster,Åtvidaberg,3,2
1969-08-14,1969,Sirius,AIK,1,4
1969-08-14,1969,IFK Norrköping,Jönköpings Södra,5,3
1969-08-14,1969,Gais,Örebro,0,1
1969-08-14,1969,Elfsborg,IFK Göteborg,2,3
1969-08-14,1969,Djurgården,Malmö FF,1,1
1969-08-21,1969,Öster,Sirius,0,0
1969-08-21,1969,IFK Norrköping,Gais,2,2
1969-08-21,1969,Malmö FF,Jönköpings Södra,3,4
1969-08-21,1969,IFK Göteborg,Djurgården,0,0
1969-08-21,1969,Elfsborg,Åtvidaberg,0,1
1969-08-21,1969,AIK,Örebro,2,2
1969-08-24,1969,Åtvidaberg,IFK Göteborg,1,1
1969-08-28,1969,Sirius,Malmö FF,0,0
1969-08-28,1969,Jönköpings Södra,AIK,2,1
1969-08-28,1969,Gais,Elfsborg,0,0
1969-08-28,1969,Djurgården,Öster,2,4
1969-09-02,1969,Öster,Elfsborg,2,0
1969-09-02,1969,Örebro,Jönköpings Södra,4,0
1969-09-02,1969,IFK Norrköping,Sirius,0,2
1969-09-02,1969,Malmö FF,Åtvidaberg,2,1
1969-09-02,1969,Gais,IFK Göteborg,1,1
1969-09-02,1969,AIK,Djurgården,0,1
1969-09-07,1969,Åtvidaberg,AIK,0,3
1969-09-07,1969,Sirius,Örebro,2,0
1969-09-07,1969,Jönköpings Södra,Gais,2,1
1969-09-07,1969,IFK Göteborg,Öster,1,0
1969-09-07,1969,Elfsborg,Malmö FF,0,1
1969-09-07,1969,Djurgården,IFK Norrköping,3,1
1969-09-10,1969,Örebro,IFK Norrköping,2,2
1969-09-14,1969,Örebro,Åtvidaberg,1,1
1969-09-14,1969,IFK Norrköping,Elfsborg,3,1
1969-09-14,1969,Malmö FF,Öster,2,1
1969-09-14,1969,Jönköpings Södra,Djurgården,1,4
1969-09-14,1969,Gais,Sirius,1,1
1969-09-14,1969,AIK,IFK Göteborg,1,0
1969-09-21,1969,Öster,Gais,3,1
1969-09-21,1969,Åtvidaberg,IFK Norrköping,3,2
1969-09-21,1969,Sirius,Jönköpings Södra,0,1
1969-09-21,1969,IFK Göteborg,Malmö FF,3,1
1969-09-21,1969,Elfsborg,AIK,1,1
1969-09-21,1969,Djurgården,Örebro,1,2
1969-09-28,1969,Örebro,IFK Göteborg,1,1
1969-09-28,1969,Sirius,Åtvidaberg,2,0
1969-09-28,1969,IFK Norrköping,Öster,3,0
1969-09-28,1969,Jönköpings Södra,Elfsborg,2,1
1969-09-28,1969,Gais,Djurgården,2,3
1969-09-28,1969,AIK,Malmö FF,0,0
1969-10-05,1969,Öster,AIK,0,1
1969-10-05,1969,Åtvidaberg,Jönköpings Södra,0,0
1969-10-05,1969,Malmö FF,Gais,2,1
1969-10-05,1969,IFK Göteborg,IFK Norrköping,1,0
1969-10-05,1969,Elfsborg,Örebro,3,1
