datum,sasong,hemma,borta,hemmamal,bortamal
1924-08-03,1924_1925,Örgryte,Hammarby,5,1
1924-08-03,1924_1925,IFK Norrköping,Landskrona,0,1
1924-08-03,1924_1925,IFK Malmö,IFK Göteborg,1,1
1924-08-03,1924_1925,Helsingborg,Gais,1,2
1924-08-03,1924_1925,Eskilstuna,Sleipner,1,3
1924-08-03,1924_1925,AIK,Västerås IK,5,1
1924-08-08,1924_1925,IFK Göteborg,Gais,1,3
1924-08-10,1924_1925,Västerås IK,Eskilstuna,0,1
1924-08-10,1924_1925,Sleipner,Örgryte,0,1
1924-08-10,1924_1925,Landskrona,IFK Göteborg,0,4
1924-08-10,1924_1925,Helsingborg,IFK Malmö,4,2
1924-08-10,1924_1925,Hammarby,AIK,1,7
1924-08-10,1924_1925,Gais,IFK Norrköping,3,2
1924-08-15,1924_1925,IFK Norrköping,Sleipner,3,2
1924-08-15,1924_1925,Gais,Örgryte,1,1
1924-08-17,1924_1925,IFK Malmö,Örgryte,0,1
1924-08-17,1924_1925,Landskrona,Helsingborg,1,1
1924-08-17,1924_1925,IFK Göteborg,Västerås IK,8,1
1924-08-17,1924_1925,Eskilstuna,Hammarby,7,2
1924-08-17,1924_1925,AIK,Sleipner,3,2
1924-08-22,1924_1925,IFK Göteborg,Örgryte,2,2
1924-08-24,1924_1925,Sleipner,Gais,1,2
1924-08-24,1924_1925,IFK Malmö,Västerås IK,3,3
1924-08-24,1924_1925,Helsingborg,Eskilstuna,3,2
1924-08-24,1924_1925,Hammarby,Landskrona,3,3
1924-08-24,1924_1925,IFK Göteborg,AIK,1,0
1924-08-31,1924_1925,Örgryte,AIK,5,1
1924-08-31,1924_1925,IFK Norrköping,Eskilstuna,2,1
1924-08-31,1924_1925,Hammarby,Sleipner,3,3
1924-09-07,1924_1925,Västerås IK,AIK,1,3
1924-09-07,1924_1925,Sleipner,Eskilstuna,2,1
1924-09-07,1924_1925,Landskrona,Örgryte,0,5
1924-09-07,1924_1925,Hammarby,IFK Norrköping,1,2
1924-09-07,1924_1925,Gais,Helsingborg,3,2
1924-09-14,1924_1925,Örgryte,Landskrona,4,1
1924-09-14,1924_1925,Västerås IK,IFK Göteborg,1,5
1924-09-14,1924_1925,IFK Norrköping,Hammarby,2,0
1924-09-14,1924_1925,Helsingborg,Sleipner,1,0
1924-09-14,1924_1925,Eskilstuna,Gais,1,2
1924-09-14,1924_1925,AIK,IFK Malmö,6,3
1924-09-21,1924_1925,Västerås IK,Gais,1,1
1924-09-21,1924_1925,Landskrona,IFK Malmö,2,4
1924-09-21,1924_1925,IFK Göteborg,Helsingborg,2,1
1924-09-28,1924_1925,Örgryte,IFK Norrköping,3,0
1924-09-28,1924_1925,IFK Malmö,Eskilstuna,8,3
1924-09-28,1924_1925,Landskrona,AIK,3,0
1924-09-28,1924_1925,Helsingborg,Västerås IK,5,0
1924-09-28,1924_1925,Hammarby,IFK Göteborg,0,6
1924-10-05,1924_1925,Sleipner,Västerås IK,2,0
1924-10-05,1924_1925,IFK Malmö,Hammarby,3,1
1924-10-05,1924_1925,Landskrona,Gais,0,0
1924-10-05,1924_1925,IFK Göteborg,IFK Norrköping,3,1
1924-10-05,1924_1925,Eskilstuna,Örgryte,1,4
1924-10-05,1924_1925,AIK,Helsingborg,5,2
1924-10-12,1924_1925,Västerås IK,Landskrona,2,2
1924-10-12,1924_1925,Sleipner,IFK Malmö,1,1
1924-10-12,1924_1925,Helsingborg,Örgryte,1,1
1924-10-12,1924_1925,Gais,Hammarby,5,1
1924-10-12,1924_1925,Eskilstuna,IFK Göteborg,2,8
1924-10-12,1924_1925,AIK,IFK Norrköping,5,0
1924-10-19,1924_1925,Västerås IK,Sleipner,1,2
1924-10-19,1924_1925,IFK Norrköping,IFK Göteborg,4,1
1924-10-19,1924_1925,Helsingborg,AIK,1,0
1924-10-19,1924_1925,Hammarby,IFK Malmö,1,1
1924-10-19,1924_1925,Gais,Landskrona,6,0
1924-10-26,1924_1925,Örgryte,Eskilstuna,3,2
1924-10-26,1924_1925,Västerås IK,Hammarby,1,1
1924-10-26,1924_1925,IFK Norrköping,Helsingborg,0,4
1924-10-26,1924_1925,IFK Malmö,Gais,0,3
1924-10-26,1924_1925,Landskrona,Sleipner,1,0
1924-10-26,1924_1925,AIK,IFK Göteborg,3,4
1924-11-02,1924_1925,Sleipner,IFK Göteborg,2,2
1924-11-02,1924_1925,IFK Malmö,IFK Norrköping,4,1
1924-11-02,1924_1925,Hammarby,Helsingborg,0,6
1924-11-02,1924_1925,Gais,AIK,2,1
1924-11-02,1924_1925,Eskilstuna,Landskrona,5,0
1924-11-09,1924_1925,IFK Göteborg,IFK Malmö,6,1
1925-04-05,1924_1925,IFK Göteborg,Landskrona,6,0
1925-04-10,1924_1925,Gais,Västerås IK,4,0
1925-04-11,1924_1925,IFK Göteborg,Eskilstuna,2,2
1925-04-12,1924_1925,Örgryte,Västerås IK,7,1
1925-04-13,1924_1925,Sleipner,AIK,2,1
1925-04-13,1924_1925,Helsingborg,IFK Norrköping,4,3
1925-04-13,1924_1925,Gais,Eskilstuna,4,0
1925-04-19,1924_1925,Örgryte,Sleipner,6,1
1925-04-19,1924_1925,IFK Norrköping,Gais,0,2
1925-04-19,1924_1925,IFK Malmö,Helsingborg,1,3
1925-04-19,1924_1925,Landskrona,Hammarby,2,3
1925-04-19,1924_1925,AIK,Eskilstuna,6,1
1925-04-26,1924_1925,IFK Norrköping,Västerås IK,0,1
1925-04-26,1924_1925,IFK Malmö,AIK,0,1
1925-04-26,1924_1925,Helsingborg,Landskrona,1,2
1925-04-26,1924_1925,Hammarby,Örgryte,2,1
1925-04-26,1924_1925,Gais,Sleipner,4,0
1925-05-03,1924_1925,Örgryte,IFK Malmö,4,0
1925-05-03,1924_1925,Västerås IK,IFK Norrköping,1,2
1925-05-03,1924_1925,Sleipner,Helsingborg,0,2
1925-05-03,1924_1925,Hammarby,Gais,0,5
1925-05-03,1924_1925,Eskilstuna,AIK,2,5
1925-05-08,1924_1925,Örgryte,IFK Göteborg,0,1
1925-05-10,1924_1925,Västerås IK,Örgryte,1,6
1925-05-10,1924_1925,IFK Norrköping,IFK Malmö,2,1
1925-05-10,1924_1925,Landskrona,Eskilstuna,2,2
1925-05-10,1924_1925,Helsingborg,Hammarby,4,1
1925-05-10,1924_1925,IFK Göteborg,Sleipner,9,1
1925-05-10,1924_1925,AIK,Gais,0,2
1925-05-15,1924_1925,Örgryte,Gais,0,0
1925-05-15,1924_1925,Hammarby,Västerås IK,1,3
1925-05-17,1924_1925,Örgryte,Helsingborg,0,0
1925-05-17,1924_1925,IFK Norrköping,AIK,1,0
1925-05-17,1924_1925,IFK Malmö,Sleipner,4,1
1925-05-17,1924_1925,Hammarby,Eskilstuna,0,2
1925-05-21,1924_1925,Landskrona,IFK Norrköping,2,1
1925-05-21,1924_1925,Eskilstuna,Västerås IK,1,0
1925-05-31,1924_1925,Västerås IK,Helsingborg,0,1
1925-05-31,1924_1925,Sleipner,Landskrona,2,2
1925-05-31,1924_1925,Eskilstuna,IFK Malmö,2,0
1925-06-01,1924_1925,Västerås IK,IFK Malmö,2,2
1925-06-01,1924_1925,IFK Göteborg,Hammarby,8,0
1925-06-01,1924_1925,Eskilstuna,Helsingborg,1,1
1925-06-01,1924_1925,AIK,Landskrona,3,1
1925-06-01,1924_1925,IFK Norrköping,Örgryte,0,5
1925-06-05,1924_1925,Sleipner,IFK Norrköping,4,0
1925-06-05,1924_1925,Gais,IFK Göteborg,3,4
1925-06-05,1924_1925,AIK,Hammarby,1,0
1925-06-05,1924_1925,IFK Malmö,Landskrona,0,1
1925-06-07,1924_1925,Sleipner,Hammarby,6,1
1925-06-07,1924_1925,Landskrona,Västerås IK,4,0
1925-06-07,1924_1925,Helsingborg,IFK Göteborg,2,3
1925-06-07,1924_1925,Gais,IFK Malmö,6,0
1925-06-07,1924_1925,Eskilstuna,IFK Norrköping,1,1
1925-06-07,1924_1925,AIK,Örgryte,1,3
1925-08-02,1925_1926,IFK Uddevalla,Örgryte,2,2
1925-08-02,1925_1926,IFK Malmö,Eskilstuna,2,3
1925-08-02,1925_1926,Helsingborg,Sleipner,8,3
1925-08-02,1925_1926,Gais,IFK Norrköping,1,0
1925-08-02,1925_1926,City,IFK Göteborg,4,4
1925-08-02,1925_1926,AIK,Landskrona,6,3
1925-08-07,1925_1926,Landskrona,Helsingborg,0,2
1925-08-07,1925_1926,Sleipner,IFK Norrköping,1,0
1925-08-07,1925_1926,IFK Göteborg,Örgryte,4,3
1925-08-07,1925_1926,Eskilstuna,City,3,3
1925-08-09,1925_1926,Örgryte,IFK Malmö,6,1
1925-08-09,1925_1926,IFK Uddevalla,City,1,1
1925-08-09,1925_1926,Sleipner,AIK,0,0
1925-08-09,1925_1926,Landskrona,IFK Göteborg,2,4
1925-08-09,1925_1926,Helsingborg,IFK Norrköping,7,3
1925-08-14,1925_1926,Örgryte,Gais,4,2
1925-08-14,1925_1926,Helsingborg,IFK Malmö,9,1
1925-08-16,1925_1926,IFK Norrköping,Eskilstuna,1,3
1925-08-16,1925_1926,IFK Malmö,Gais,0,4
1925-08-16,1925_1926,IFK Göteborg,Sleipner,2,0
1925-08-16,1925_1926,City,Landskrona,1,2
1925-08-16,1925_1926,AIK,Helsingborg,2,5
1925-08-21,1925_1926,Gais,IFK Göteborg,1,0
1925-08-21,1925_1926,IFK Malmö,Landskrona,0,5
1925-08-23,1925_1926,Gais,City,5,1
1925-08-23,1925_1926,Sleipner,Landskrona,1,6
1925-08-23,1925_1926,Eskilstuna,IFK Uddevalla,3,3
1925-08-30,1925_1926,Örgryte,AIK,3,0
1925-08-30,1925_1926,IFK Uddevalla,IFK Göteborg,0,0
1925-08-30,1925_1926,IFK Norrköping,IFK Malmö,5,1
1925-08-30,1925_1926,Landskrona,Eskilstuna,3,1
1925-08-30,1925_1926,Helsingborg,Gais,2,0
1925-08-30,1925_1926,City,Sleipner,0,2
1925-09-06,1925_1926,Sleipner,IFK Uddevalla,3,3
1925-09-06,1925_1926,IFK Malmö,AIK,2,2
1925-09-06,1925_1926,Landskrona,Gais,0,1
1925-09-06,1925_1926,IFK Göteborg,Helsingborg,2,2
1925-09-06,1925_1926,Eskilstuna,Örgryte,3,5
1925-09-13,1925_1926,IFK Uddevalla,IFK Malmö,3,0
1925-09-13,1925_1926,IFK Norrköping,IFK Göteborg,1,6
1925-09-13,1925_1926,Gais,Sleipner,3,2
1925-09-13,1925_1926,City,Örgryte,1,3
1925-09-13,1925_1926,AIK,Eskilstuna,1,0
1925-09-20,1925_1926,Örgryte,Landskrona,6,3
1925-09-20,1925_1926,IFK Malmö,City,3,3
1925-09-20,1925_1926,Helsingborg,IFK Uddevalla,2,0
1925-09-20,1925_1926,Eskilstuna,Gais,0,3
1925-09-27,1925_1926,City,Helsingborg,0,4
1925-09-27,1925_1926,Sleipner,Eskilstuna,0,1
1925-09-27,1925_1926,Landskrona,IFK Norrköping,4,1
1925-09-27,1925_1926,IFK Göteborg,IFK Malmö,5,1
1925-09-27,1925_1926,AIK,Gais,3,1
1925-10-04,1925_1926,Gais,IFK Uddevalla,1,0
1925-10-04,1925_1926,IFK Malmö,Sleipner,1,0
1925-10-04,1925_1926,Helsingborg,Örgryte,0,1
1925-10-04,1925_1926,Eskilstuna,IFK Göteborg,1,4
1925-10-04,1925_1926,IFK Norrköping,City,4,3
1925-10-11,1925_1926,Örgryte,Sleipner,2,1
1925-10-11,1925_1926,Eskilstuna,Helsingborg,2,6
1925-10-11,1925_1926,IFK Uddevalla,Landskrona,3,3
1925-10-11,1925_1926,AIK,IFK Norrköping,5,3
1925-10-18,1925_1926,Landskrona,Örgryte,2,6
1925-10-18,1925_1926,City,IFK Uddevalla,2,4
1925-10-18,1925_1926,IFK Norrköping,Gais,1,5
1925-10-18,1925_1926,Helsingborg,Eskilstuna,4,1
1925-10-18,1925_1926,IFK Göteborg,AIK,3,0
1925-10-25,1925_1926,IFK Uddevalla,Helsingborg,1,2
1925-10-25,1925_1926,Sleipner,Örgryte,0,3
1925-10-25,1925_1926,IFK Malmö,IFK Göteborg,0,0
1925-10-25,1925_1926,Gais,Landskrona,4,0
1925-10-25,1925_1926,Eskilstuna,IFK Norrköping,3,2
1925-10-25,1925_1926,AIK,City,4,3
1925-11-01,1925_1926,Örgryte,Eskilstuna,1,2
1925-11-01,1925_1926,City,IFK Malmö,0,3
1925-11-01,1925_1926,IFK Norrköping,AIK,3,2
1926-04-02,1925_1926,IFK Göteborg,Eskilstuna,8,2
1926-04-04,1925_1926,Gais,Eskilstuna,4,1
1926-04-05,1925_1926,Örgryte,IFK Norrköping,3,0
1926-04-05,1925_1926,Landskrona,IFK Uddevalla,5,0
1926-04-11,1925_1926,Sleipner,Helsingborg,2,5
1926-04-11,1925_1926,Örgryte,City,5,1
1926-04-11,1925_1926,IFK Uddevalla,AIK,2,1
1926-04-18,1925_1926,Sleipner,Gais,0,6
1926-04-18,1925_1926,IFK Malmö,IFK Uddevalla,5,0
1926-04-18,1925_1926,IFK Göteborg,IFK Norrköping,1,1
1926-04-18,1925_1926,Eskilstuna,Landskrona,3,3
1926-04-18,1925_1926,AIK,Örgryte,3,3
1926-04-25,1925_1926,IFK Uddevalla,Sleipner,1,4
1926-04-25,1925_1926,IFK Norrköping,Landskrona,6,1
1926-04-25,1925_1926,Helsingborg,AIK,3,2
1926-04-25,1925_1926,Gais,IFK Malmö,5,1
1926-04-25,1925_1926,City,Eskilstuna,4,3
1926-04-30,1925_1926,IFK Göteborg,Gais,1,1
1926-05-02,1925_1926,Örgryte,Helsingborg,2,2
1926-05-02,1925_1926,Sleipner,City,4,0
1926-05-02,1925_1926,Eskilstuna,IFK Malmö,0,0
1926-05-02,1925_1926,AIK,IFK Uddevalla,0,0
1926-05-05,1925_1926,IFK Göteborg,IFK Uddevalla,2,1
1926-05-05,1925_1926,Helsingborg,Landskrona,6,1
1926-05-07,1925_1926,Gais,Örgryte,2,2
1926-05-09,1925_1926,IFK Uddevalla,Gais,2,1
1926-05-09,1925_1926,IFK Norrköping,Örgryte,0,5
1926-05-09,1925_1926,IFK Malmö,Helsingborg,1,0
1926-05-09,1925_1926,Landskrona,AIK,2,2
1926-05-09,1925_1926,IFK Göteborg,City,6,0
1926-05-09,1925_1926,Eskilstuna,Sleipner,1,3
1926-05-13,1925_1926,Landskrona,Sleipner,2,7
1926-05-13,1925_1926,City,IFK Norrköping,3,4
1926-05-13,1925_1926,AIK,IFK Göteborg,3,1
1926-05-13,1925_1926,Gais,Helsingborg,5,0
1926-05-16,1925_1926,Örgryte,IFK Uddevalla,3,2
1926-05-16,1925_1926,IFK Malmö,IFK Norrköping,1,2
1926-05-16,1925_1926,Helsingborg,City,5,1
1926-05-16,1925_1926,Eskilstuna,AIK,1,1
1926-05-16,1925_1926,Sleipner,IFK Göteborg,0,3
1926-05-21,1925_1926,Landskrona,IFK Malmö,2,2
1926-05-21,1925_1926,IFK Norrköping,Sleipner,2,1
1926-05-23,1925_1926,City,AIK,0,3
1926-05-24,1925_1926,IFK Norrköping,IFK Uddevalla,5,0
1926-05-24,1925_1926,AIK,IFK Malmö,3,3
1926-05-30,1925_1926,IFK Uddevalla,IFK Norrköping,1,1
1926-05-30,1925_1926,Sleipner,IFK Malmö,3,1
1926-05-30,1925_1926,Landskrona,City,5,1
1926-05-30,1925_1926,Helsingborg,IFK Göteborg,1,4
1926-05-30,1925_1926,Gais,AIK,6,0
1926-06-04,1925_1926,Örgryte,IFK Göteborg,1,1
1926-06-06,1925_1926,IFK Uddevalla,Eskilstuna,2,3
1926-06-06,1925_1926,IFK Norrköping,Helsingborg,2,0
1926-06-06,1925_1926,IFK Malmö,Örgryte,1,6
1926-06-06,1925_1926,IFK Göteborg,Landskrona,4,2
1926-06-06,1925_1926,City,Gais,0,6
1926-06-06,1925_1926,AIK,Sleipner,2,3
1926-08-01,1926_1927,IFK Uddevalla,Eskilstuna,1,7
1926-08-01,1926_1927,IFK Norrköping,Gais,0,3
1926-08-01,1926_1927,Helsingborg,Westermalm,7,0
1926-08-01,1926_1927,IFK Göteborg,Landskrona,4,2
1926-08-01,1926_1927,Elfsborg,Örgryte,0,1
1926-08-01,1926_1927,AIK,Sleipner,2,1
1926-08-06,1926_1927,IFK Göteborg,Örgryte,3,2
1926-08-08,1926_1927,Örgryte,AIK,2,1
1926-08-08,1926_1927,Westermalm,IFK Uddevalla,4,1
1926-08-08,1926_1927,Sleipner,Helsingborg,2,0
1926-08-08,1926_1927,Landskrona,Elfsborg,2,2
1926-08-08,1926_1927,Eskilstuna,IFK Norrköping,3,3
1926-08-13,1926_1927,Örgryte,Gais,2,3
1926-08-15,1926_1927,IFK Norrköping,Sleipner,3,1
1926-08-15,1926_1927,Helsingborg,IFK Göteborg,4,2
1926-08-15,1926_1927,Gais,IFK Uddevalla,6,0
1926-08-15,1926_1927,Elfsborg,Westermalm,5,1
1926-08-15,1926_1927,AIK,Eskilstuna,2,1
1926-08-20,1926_1927,Westermalm,AIK,1,0
1926-08-20,1926_1927,Gais,IFK Göteborg,1,1
1926-08-22,1926_1927,Sleipner,Elfsborg,2,1
1926-08-22,1926_1927,Landskrona,Helsingborg,1,2
1926-08-22,1926_1927,IFK Göteborg,IFK Norrköping,4,0
1926-08-22,1926_1927,Eskilstuna,Örgryte,1,2
1926-08-25,1926_1927,Gais,Elfsborg,7,0
1926-08-29,1926_1927,Örgryte,Westermalm,4,1
1926-08-29,1926_1927,Sleipner,Eskilstuna,8,2
1926-08-29,1926_1927,Landskrona,IFK Norrköping,1,2
1926-08-29,1926_1927,Helsingborg,IFK Uddevalla,1,0
1926-08-29,1926_1927,AIK,IFK Göteborg,2,3
1926-09-05,1926_1927,IFK Uddevalla,IFK Göteborg,1,2
1926-09-05,1926_1927,IFK Norrköping,Örgryte,3,4
1926-09-05,1926_1927,Gais,Sleipner,2,1
1926-09-05,1926_1927,Eskilstuna,Westermalm,4,1
1926-09-05,1926_1927,Elfsborg,Helsingborg,1,4
1926-09-05,1926_1927,AIK,Landskrona,4,0
1926-09-12,1926_1927,Westermalm,Sleipner,2,3
1926-09-12,1926_1927,IFK Norrköping,AIK,2,1
1926-09-12,1926_1927,Landskrona,Örgryte,0,3
1926-09-12,1926_1927,Helsingborg,Gais,2,0
1926-09-12,1926_1927,IFK Göteborg,Eskilstuna,3,0
1926-09-12,1926_1927,Elfsborg,IFK Uddevalla,5,1
1926-09-19,1926_1927,Örgryte,Helsingborg,3,2
1926-09-19,1926_1927,Westermalm,IFK Norrköping,4,1
1926-09-19,1926_1927,IFK Uddevalla,AIK,2,2
1926-09-19,1926_1927,Sleipner,Landskrona,6,0
1926-09-19,1926_1927,Eskilstuna,Gais,1,6
1926-09-19,1926_1927,Elfsborg,IFK Göteborg,1,0
1926-09-26,1926_1927,Sleipner,IFK Uddevalla,1,0
1926-09-26,1926_1927,Landskrona,Westermalm,4,2
1926-09-26,1926_1927,Gais,IFK Norrköping,2,2
1926-09-26,1926_1927,Eskilstuna,Elfsborg,3,3
1926-09-26,1926_1927,AIK,Helsingborg,1,3
1926-10-03,1926_1927,IFK Uddevalla,Landskrona,1,3
1926-10-10,1926_1927,Westermalm,Örgryte,0,0
1926-10-10,1926_1927,IFK Norrköping,IFK Uddevalla,1,1
1926-10-10,1926_1927,Landskrona,Gais,1,1
1926-10-10,1926_1927,Helsingborg,Sleipner,4,3
1926-10-10,1926_1927,IFK Göteborg,AIK,2,0
1926-10-10,1926_1927,Elfsborg,Eskilstuna,2,3
1926-10-17,1926_1927,Örgryte,IFK Norrköping,0,3
1926-10-17,1926_1927,IFK Uddevalla,Westermalm,2,2
1926-10-17,1926_1927,Sleipner,IFK Göteborg,0,5
1926-10-17,1926_1927,Helsingborg,Elfsborg,7,1
1926-10-17,1926_1927,Eskilstuna,Landskrona,5,1
1926-10-17,1926_1927,AIK,Gais,1,4
1926-10-24,1926_1927,Westermalm,IFK Göteborg,1,6
1926-10-24,1926_1927,Sleipner,Örgryte,1,1
1926-10-24,1926_1927,Landskrona,AIK,2,3
1926-10-24,1926_1927,Gais,Helsingborg,2,1
1926-10-24,1926_1927,Eskilstuna,IFK Uddevalla,2,0
1926-10-24,1926_1927,Elfsborg,IFK Norrköping,2,4
1926-10-31,1926_1927,Westermalm,Eskilstuna,2,2
1926-10-31,1926_1927,IFK Norrköping,Landskrona,0,3
1926-10-31,1926_1927,Helsingborg,AIK,2,1
1926-10-31,1926_1927,IFK Göteborg,Sleipner,4,0
1926-10-31,1926_1927,Elfsborg,Gais,0,5
1926-11-21,1926_1927,IFK Uddevalla,Örgryte,0,1
1927-04-10,1926_1927,Örgryte,IFK Uddevalla,3,1
1927-04-10,1926_1927,IFK Norrköping,IFK Göteborg,0,1
1927-04-10,1926_1927,Elfsborg,Sleipner,0,3
1927-04-15,1926_1927,Gais,Westermalm,3,1
1927-04-16,1926_1927,Örgryte,Landskrona,2,1
1927-04-17,1926_1927,IFK Göteborg,Westermalm,2,0
1927-04-18,1926_1927,IFK Uddevalla,Elfsborg,2,3
1927-04-18,1926_1927,Gais,Landskrona,4,1
1927-04-18,1926_1927,AIK,IFK Norrköping,2,1
1927-04-18,1926_1927,Helsingborg,Eskilstuna,5,3
1927-04-24,1926_1927,IFK Uddevalla,Gais,1,4
1927-04-24,1926_1927,IFK Norrköping,Westermalm,3,0
1927-04-24,1926_1927,Landskrona,Eskilstuna,5,1
1927-04-24,1926_1927,IFK Göteborg,Helsingborg,2,3
1927-04-24,1926_1927,AIK,Elfsborg,2,3
1927-04-29,1926_1927,Örgryte,Elfsborg,3,0
1927-05-01,1926_1927,Örgryte,Eskilstuna,2,2
1927-05-01,1926_1927,Westermalm,Helsingborg,2,1
1927-05-01,1926_1927,IFK Uddevalla,IFK Norrköping,1,1
1927-05-01,1926_1927,Sleipner,AIK,1,2
1927-05-01,1926_1927,Elfsborg,Landskrona,2,1
1927-05-06,1926_1927,Gais,Örgryte,2,1
1927-05-08,1926_1927,Westermalm,Landskrona,1,3
1927-05-08,1926_1927,IFK Uddevalla,Sleipner,3,2
1927-05-08,1926_1927,Helsingborg,IFK Norrköping,4,0
1927-05-08,1926_1927,Gais,AIK,1,2
1927-05-08,1926_1927,Eskilstuna,IFK Göteborg,0,3
1927-05-13,1926_1927,Örgryte,IFK Göteborg,1,2
1927-05-15,1926_1927,Sleipner,Gais,1,1
1927-05-15,1926_1927,AIK,IFK Uddevalla,3,2
1927-05-15,1926_1927,IFK Göteborg,Elfsborg,1,0
1927-05-15,1926_1927,Eskilstuna,Helsingborg,3,1
1927-05-18,1926_1927,AIK,Westermalm,1,1
1927-05-18,1926_1927,Helsingborg,Landskrona,6,0
1927-05-22,1926_1927,Landskrona,IFK Uddevalla,3,1
1927-05-22,1926_1927,IFK Norrköping,Elfsborg,1,1
1927-05-22,1926_1927,Eskilstuna,Sleipner,5,2
1927-05-22,1926_1927,AIK,Örgryte,2,0
1927-05-26,1926_1927,Westermalm,Elfsborg,6,0
1927-05-26,1926_1927,IFK Norrköping,Helsingborg,2,5
1927-05-26,1926_1927,Eskilstuna,AIK,1,3
1927-05-26,1926_1927,Örgryte,Sleipner,3,0
1927-05-29,1926_1927,IFK Uddevalla,Helsingborg,2,8
1927-05-29,1926_1927,Landskrona,IFK Göteborg,1,4
1927-05-29,1926_1927,Gais,Eskilstuna,4,0
1927-05-29,1926_1927,Sleipner,Westermalm,1,0
1927-06-03,1926_1927,Sleipner,IFK Norrköping,5,1
1927-06-03,1926_1927,IFK Göteborg,Gais,3,4
1927-06-06,1926_1927,Westermalm,Gais,3,5
1927-06-06,1926_1927,IFK Norrköping,Eskilstuna,2,2
1927-06-06,1926_1927,Landskrona,Sleipner,1,0
1927-06-06,1926_1927,Helsingborg,Örgryte,2,3
1927-06-06,1926_1927,IFK Göteborg,IFK Uddevalla,1,4
1927-06-06,1926_1927,Elfsborg,AIK,1,1
1927-07-31,1927_1928,IFK Norrköping,IFK Göteborg,2,2
1927-07-31,1927_1928,Landskrona,Örgryte,2,4
1927-07-31,1927_1928,Helsingborg,Sleipner,1,3
1927-07-31,1927_1928,Gais,Eskilstuna,6,0
1927-07-31,1927_1928,Elfsborg,AIK,2,1
1927-07-31,1927_1928,Djurgården,Stattena,3,2
1927-08-03,1927_1928,Örgryte,Elfsborg,2,0
1927-08-03,1927_1928,Stattena,Landskrona,2,0
1927-08-07,1927_1928,Stattena,Djurgården,3,1
1927-08-07,1927_1928,Sleipner,Gais,2,3
1927-08-07,1927_1928,IFK Göteborg,Landskrona,2,1
1927-08-07,1927_1928,Eskilstuna,IFK Norrköping,4,1
1927-08-07,1927_1928,Elfsborg,Helsingborg,0,2
1927-08-07,1927_1928,AIK,Örgryte,1,3
1927-08-10,1927_1928,Helsingborg,Landskrona,3,1
1927-08-10,1927_1928,Sleipner,IFK Norrköping,7,2
1927-08-10,1927_1928,Gais,Örgryte,2,2
1927-08-10,1927_1928,AIK,Djurgården,2,1
1927-08-14,1927_1928,Helsingborg,AIK,1,2
1927-08-14,1927_1928,Djurgården,IFK Göteborg,1,4
1927-08-14,1927_1928,Örgryte,Stattena,0,1
1927-08-14,1927_1928,IFK Norrköping,Elfsborg,2,2
1927-08-14,1927_1928,Landskrona,Sleipner,1,1
1927-08-17,1927_1928,Stattena,Helsingborg,2,3
1927-08-17,1927_1928,IFK Göteborg,Gais,1,2
1927-08-21,1927_1928,Sleipner,Örgryte,3,3
1927-08-21,1927_1928,Gais,Djurgården,1,2
1927-08-21,1927_1928,Eskilstuna,Landskrona,2,1
1927-08-21,1927_1928,Elfsborg,IFK Norrköping,4,1
1927-08-21,1927_1928,AIK,Stattena,5,1
1927-08-24,1927_1928,Örgryte,IFK Göteborg,2,2
1927-08-28,1927_1928,IFK Norrköping,Örgryte,0,3
1927-08-28,1927_1928,Landskrona,Elfsborg,2,1
1927-08-28,1927_1928,Helsingborg,Gais,2,2
1927-08-28,1927_1928,IFK Göteborg,Sleipner,2,1
1927-08-28,1927_1928,Djurgården,Eskilstuna,4,1
1927-09-04,1927_1928,IFK Göteborg,Elfsborg,1,0
1927-09-04,1927_1928,Stattena,Eskilstuna,2,6
1927-09-11,1927_1928,Örgryte,Djurgården,4,1
1927-09-11,1927_1928,Stattena,Sleipner,2,1
1927-09-11,1927_1928,IFK Norrköping,Helsingborg,2,2
1927-09-11,1927_1928,Landskrona,IFK Göteborg,6,1
1927-09-11,1927_1928,Eskilstuna,Gais,2,2
1927-09-11,1927_1928,AIK,Elfsborg,2,0
1927-09-18,1927_1928,Sleipner,Eskilstuna,4,1
1927-09-18,1927_1928,Helsingborg,Örgryte,6,1
1927-09-18,1927_1928,Gais,AIK,3,3
1927-09-18,1927_1928,Elfsborg,Stattena,4,1
1927-09-18,1927_1928,Djurgården,IFK Norrköping,3,3
1927-09-25,1927_1928,IFK Norrköping,Gais,2,2
1927-09-25,1927_1928,IFK Göteborg,Helsingborg,1,1
1927-09-25,1927_1928,Eskilstuna,Djurgården,4,1
1927-09-25,1927_1928,Elfsborg,Landskrona,6,1
1927-09-25,1927_1928,AIK,Sleipner,2,0
1927-10-02,1927_1928,Örgryte,AIK,4,1
1927-10-02,1927_1928,Sleipner,Stattena,6,4
1927-10-02,1927_1928,Landskrona,Gais,0,2
1927-10-02,1927_1928,Helsingborg,IFK Norrköping,5,0
1927-10-02,1927_1928,Eskilstuna,IFK Göteborg,2,1
1927-10-02,1927_1928,Djurgården,Elfsborg,2,2
1927-10-09,1927_1928,IFK Norrköping,Eskilstuna,4,2
1927-10-09,1927_1928,AIK,IFK Göteborg,2,2
1927-10-09,1927_1928,Gais,Sleipner,2,1
1927-10-16,1927_1928,Sleipner,Elfsborg,2,3
1927-10-16,1927_1928,Landskrona,AIK,3,1
