sasong,hemma,borta,hemmamal,bortamal,resultat
2000,BK Astrio,BK Kenty,0,4,Bortaseger
2000,BK Astrio,Bälinge IF,0,6,Bortaseger
2000,BK Astrio,Djurgårdens IF,4,5,Bortaseger
2000,BK Astrio,Hammarby IF,0,3,Bortaseger
2000,BK Astrio,Kopparbergs/Landvetter IF,1,0,Hemmaseger
2000,BK Astrio,Kristianstad/Wä DFF,2,5,Bortaseger
2000,BK Astrio,Malmö FF,1,3,Bortaseger
2000,BK Astrio,Sundbybergs IK,1,3,Bortaseger
2000,BK Astrio,Umeå IK,0,6,Bortaseger
2000,BK Astrio,Älvsjö AIK,0,1,Bortaseger
2000,BK Astrio,Östers IF,2,0,Hemmaseger
2000,BK Kenty,BK Astrio,1,3,Bortaseger
2000,BK Kenty,Bälinge IF,2,1,Hemmaseger
2000,BK Kenty,Djurgårdens IF,1,1,Oavgjort
2000,BK Kenty,Hammarby IF,3,3,Oavgjort
2000,BK Kenty,Kopparbergs/Landvetter IF,1,1,Oavgjort
2000,BK Kenty,Kristianstad/Wä DFF,0,0,Oavgjort
2000,BK Kenty,Malmö FF,0,2,Bortaseger
2000,BK Kenty,Sundbybergs IK,2,2,Oavgjort
2000,BK Kenty,Umeå IK,1,2,Bortaseger
2000,BK Kenty,Älvsjö AIK,1,1,Oavgjort
2000,BK Kenty,Östers IF,0,2,Bortaseger
2000,Bälinge IF,BK Astrio,2,1,Hemmaseger
2000,Bälinge IF,BK Kenty,2,0,Hemmaseger
2000,Bälinge IF,Djurgårdens IF,1,1,Oavgjort
2000,Bälinge IF,Hammarby IF,1,3,Bortaseger
2000,Bälinge IF,Kopparbergs/Landvetter IF,0,3,Bortaseger
2000,Bälinge IF,Kristianstad/Wä DFF,2,2,Oavgjort
2000,Bälinge IF,Malmö FF,0,5,Bortaseger
2000,Bälinge IF,Sundbybergs IK,3,0,Hemmaseger
2000,Bälinge IF,Umeå IK,2,2,Oavgjort
2000,Bälinge IF,Älvsjö AIK,2,2,Oavgjort
2000,Bälinge IF,Östers IF,4,3,Hemmaseger
2000,Djurgårdens IF,BK Astrio,4,0,Hemmaseger
2000,Djurgårdens IF,BK Kenty,5,1,Hemmaseger
2000,Djurgårdens IF,Bälinge IF,3,2,Hemmaseger
2000,Djurgårdens IF,Hammarby IF,2,1,Hemmaseger
2000,Djurgårdens IF,Kopparbergs/Landvetter IF,2,0,Hemmaseger
2000,Djurgårdens IF,Kristianstad/Wä DFF,4,0,Hemmaseger
2000,Djurgårdens IF,Malmö FF,0,3,Bortaseger
2000,Djurgårdens IF,Sundbybergs IK,2,0,Hemmaseger
2000,Djurgårdens IF,Umeå IK,1,1,Oavgjort
2000,Djurgårdens IF,Älvsjö AIK,2,3,Bortaseger
2000,Djurgårdens IF,Östers IF,3,0,Hemmaseger
2000,Hammarby IF,BK Astrio,5,1,Hemmaseger
2000,Hammarby IF,BK Kenty,4,0,Hemmaseger
2000,Hammarby IF,Bälinge IF,1,0,Hemmaseger
2000,Hammarby IF,Djurgårdens IF,1,2,Bortaseger
2000,Hammarby IF,Kopparbergs/Landvetter IF,3,4,Bortaseger
2000,Hammarby IF,Kristianstad/Wä DFF,4,0,Hemmaseger
2000,Hammarby IF,Malmö FF,0,1,Bortaseger
2000,Hammarby IF,Sundbybergs IK,5,1,Hemmaseger
2000,Hammarby IF,Umeå IK,0,3,Bortaseger
2000,Hammarby IF,Älvsjö AIK,0,4,Bortaseger
2000,Hammarby IF,Östers IF,0,1,Bortaseger
2000,Kopparbergs/Landvetter IF,BK Astrio,5,0,Hemmaseger
2000,Kopparbergs/Landvetter IF,BK Kenty,2,3,Bortaseger
2000,Kopparbergs/Landvetter IF,Bälinge IF,1,0,Hemmaseger
2000,Kopparbergs/Landvetter IF,Djurgårdens IF,1,3,Bortaseger
2000,Kopparbergs/Landvetter IF,Hammarby IF,4,3,Hemmaseger
2000,Kopparbergs/Landvetter IF,Kristianstad/Wä DFF,4,1,Hemmaseger
2000,Kopparbergs/Landvetter IF,Malmö FF,1,3,Bortaseger
2000,Kopparbergs/Landvetter IF,Sundbybergs IK,3,1,Hemmaseger
2000,Kopparbergs/Landvetter IF,Umeå IK,2,2,Oavgjort
2000,Kopparbergs/Landvetter IF,Älvsjö AIK,1,2,Bortaseger
2000,Kopparbergs/Landvetter IF,Östers IF,0,1,Bortaseger
2000,Kristianstad/Wä DFF,BK Astrio,2,1,Hemmaseger
2000,Kristianstad/Wä DFF,BK Kenty,0,0,Oavgjort
2000,Kristianstad/Wä DFF,Bälinge IF,3,3,Oavgjort
2000,Kristianstad/Wä DFF,Djurgårdens IF,1,4,Bortaseger
2000,Kristianstad/Wä DFF,Hammarby IF,3,3,Oavgjort
2000,Kristianstad/Wä DFF,Kopparbergs/Landvetter IF,1,3,Bortaseger
2000,Kristianstad/Wä DFF,Malmö FF,1,0,Hemmaseger
2000,Kristianstad/Wä DFF,Sundbybergs IK,0,0,Oavgjort
2000,Kristianstad/Wä DFF,Umeå IK,1,5,Bortaseger
2000,Kristianstad/Wä DFF,Älvsjö AIK,0,3,Bortaseger
2000,Kristianstad/Wä DFF,Östers IF,2,2,Oavgjort
2000,Malmö FF,BK Astrio,9,0,Hemmaseger
2000,Malmö FF,BK Kenty,3,1,Hemmaseger
2000,Malmö FF,Bälinge IF,4,1,Hemmaseger
2000,Malmö FF,Djurgårdens IF,2,1,Hemmaseger
2000,Malmö FF,Hammarby IF,2,0,Hemmaseger
2000,Malmö FF,Kopparbergs/Landvetter IF,3,0,Hemmaseger
2000,Malmö FF,Kristianstad/Wä DFF,2,2,Oavgjort
2000,Malmö FF,Sundbybergs IK,2,0,Hemmaseger
2000,Malmö FF,Umeå IK,0,1,Bortaseger
2000,Malmö FF,Älvsjö AIK,3,3,Oavgjort
2000,Malmö FF,Östers IF,5,0,Hemmaseger
2000,Sundbybergs IK,BK Astrio,4,2,Hemmaseger
2000,Sundbybergs IK,BK Kenty,0,1,Bortaseger
2000,Sundbybergs IK,Bälinge IF,2,1,Hemmaseger
2000,Sundbybergs IK,Djurgårdens IF,0,0,Oavgjort
2000,Sundbybergs IK,Hammarby IF,1,0,Hemmaseger
2000,Sundbybergs IK,Kopparbergs/Landvetter IF,2,5,Bortaseger
2000,Sundbybergs IK,Kristianstad/Wä DFF,0,3,Bortaseger
2000,Sundbybergs IK,Malmö FF,1,2,Bortaseger
2000,Sundbybergs IK,Umeå IK,1,3,Bortaseger
2000,Sundbybergs IK,Älvsjö AIK,1,2,Bortaseger
2000,Sundbybergs IK,Östers IF,0,2,Bortaseger
2000,Umeå IK,BK Astrio,4,0,Hemmaseger
2000,Umeå IK,BK Kenty,5,0,Hemmaseger
2000,Umeå IK,Bälinge IF,2,0,Hemmaseger
2000,Umeå IK,Djurgårdens IF,2,0,Hemmaseger
2000,Umeå IK,Hammarby IF,3,2,Hemmaseger
2000,Umeå IK,Kopparbergs/Landvetter IF,0,0,Oavgjort
2000,Umeå IK,Kristianstad/Wä DFF,4,0,Hemmaseger
2000,Umeå IK,Malmö FF,1,1,Oavgjort
2000,Umeå IK,Sundbybergs IK,2,0,Hemmaseger
2000,Umeå IK,Älvsjö AIK,0,2,Bortaseger
2000,Umeå IK,Östers IF,3,2,Hemmaseger
2000,Älvsjö AIK,BK Astrio,11,1,Hemmaseger
2000,Älvsjö AIK,BK Kenty,5,0,Hemmaseger
2000,Älvsjö AIK,Bälinge IF,2,0,Hemmaseger
2000,Älvsjö AIK,Djurgårdens IF,1,2,Bortaseger
2000,Älvsjö AIK,Hammarby IF,6,1,Hemmaseger
2000,Älvsjö AIK,Kopparbergs/Landvetter IF,2,2,Oavgjort
2000,Älvsjö AIK,Kristianstad/Wä DFF,5,0,Hemmaseger
2000,Älvsjö AIK,Malmö FF,0,0,Oavgjort
2000,Älvsjö AIK,Sundbybergs IK,5,0,Hemmaseger
2000,Älvsjö AIK,Umeå IK,1,2,Bortaseger
2000,Älvsjö AIK,Östers IF,5,1,Hemmaseger
2000,Östers IF,BK Astrio,3,2,Hemmaseger
2000,Östers IF,BK Kenty,2,0,Hemmaseger
2000,Östers IF,Bälinge IF,0,2,Bortaseger
2000,Östers IF,Djurgårdens IF,1,9,Bortaseger
2000,Östers IF,Hammarby IF,3,2,Hemmaseger
2000,Östers IF,Kopparbergs/Landvetter IF,0,3,Bortaseger
2000,Östers IF,Kristianstad/Wä DFF,0,0,Oavgjort
2000,Östers IF,Malmö FF,0,3,Bortaseger
2000,Östers IF,Sundbybergs IK,3,2,Hemmaseger
2000,Östers IF,Umeå IK,1,5,Bortaseger
2000,Östers IF,Älvsjö AIK,0,5,Bortaseger
2001,Bälinge IF,Djurgårdens IF,2,4,Bortaseger
2001,Bälinge IF,Hammarby IF,1,1,Oavgjort
2001,Bälinge IF,Holmalunds IF,6,1,Hemmaseger
2001,Bälinge IF,Kopparbergs/Landvetter,2,0,Hemmaseger
2001,Bälinge IF,Kristianstad/Wä,2,1,Hemmaseger
2001,Bälinge IF,Mallbackens IF,3,1,Hemmaseger
2001,Bälinge IF,Malmö FF,0,2,Bortaseger
2001,Bälinge IF,Sunnanå SK,1,3,Bortaseger
2001,Bälinge IF,Umeå IK,1,1,Oavgjort
2001,Bälinge IF,Älvsjö AIK,1,2,Bortaseger
2001,Bälinge IF,Östers IF,6,0,Hemmaseger
2001,Djurgårdens IF,Bälinge IF,1,0,Hemmaseger
2001,Djurgårdens IF,Hammarby IF,2,1,Hemmaseger
2001,Djurgårdens IF,Holmalunds IF,5,0,Hemmaseger
2001,Djurgårdens IF,Kopparbergs/Landvetter,0,0,Oavgjort
2001,Djurgårdens IF,Kristianstad/Wä,3,0,Hemmaseger
2001,Djurgårdens IF,Mallbackens IF,0,0,Oavgjort
2001,Djurgårdens IF,Malmö FF,2,2,Oavgjort
2001,Djurgårdens IF,Sunnanå SK,3,1,Hemmaseger
2001,Djurgårdens IF,Umeå IK,0,3,Bortaseger
2001,Djurgårdens IF,Älvsjö AIK,0,1,Bortaseger
2001,Djurgårdens IF,Östers IF,4,0,Hemmaseger
2001,Hammarby IF,Bälinge IF,1,1,Oavgjort
2001,Hammarby IF,Djurgårdens IF,0,2,Bortaseger
2001,Hammarby IF,Holmalunds IF,7,2,Hemmaseger
2001,Hammarby IF,Kopparbergs/Landvetter,2,4,Bortaseger
2001,Hammarby IF,Kristianstad/Wä,0,0,Oavgjort
2001,Hammarby IF,Mallbackens IF,2,1,Hemmaseger
2001,Hammarby IF,Malmö FF,1,4,Bortaseger
2001,Hammarby IF,Sunnanå SK,0,1,Bortaseger
2001,Hammarby IF,Umeå IK,0,3,Bortaseger
2001,Hammarby IF,Älvsjö AIK,0,5,Bortaseger
2001,Hammarby IF,Östers IF,6,2,Hemmaseger
2001,Holmalunds IF,Bälinge IF,2,2,Oavgjort
2001,Holmalunds IF,Djurgårdens IF,1,3,Bortaseger
2001,Holmalunds IF,Hammarby IF,1,1,Oavgjort
2001,Holmalunds IF,Kopparbergs/Landvetter,0,1,Bortaseger
2001,Holmalunds IF,Kristianstad/Wä,3,0,Hemmaseger
2001,Holmalunds IF,Mallbackens IF,4,1,Hemmaseger
2001,Holmalunds IF,Malmö FF,0,2,Bortaseger
2001,Holmalunds IF,Sunnanå SK,1,1,Oavgjort
2001,Holmalunds IF,Umeå IK,0,5,Bortaseger
2001,Holmalunds IF,Älvsjö AIK,1,3,Bortaseger
2001,Holmalunds IF,Östers IF,1,5,Bortaseger
2001,Kopparbergs/Landvetter,Bälinge IF,7,0,Hemmaseger
2001,Kopparbergs/Landvetter,Djurgårdens IF,4,1,Hemmaseger
2001,Kopparbergs/Landvetter,Hammarby IF,4,0,Hemmaseger
2001,Kopparbergs/Landvetter,Holmalunds IF,6,1,Hemmaseger
2001,Kopparbergs/Landvetter,Kristianstad/Wä,1,1,Oavgjort
2001,Kopparbergs/Landvetter,Mallbackens IF,0,1,Bortaseger
2001,Kopparbergs/Landvetter,Malmö FF,1,4,Bortaseger
2001,Kopparbergs/Landvetter,Sunnanå SK,4,0,Hemmaseger
2001,Kopparbergs/Landvetter,Umeå IK,1,3,Bortaseger
2001,Kopparbergs/Landvetter,Älvsjö AIK,4,4,Oavgjort
2001,Kopparbergs/Landvetter,Östers IF,4,0,Hemmaseger
2001,Kristianstad/Wä,Bälinge IF,1,1,Oavgjort
2001,Kristianstad/Wä,Djurgårdens IF,1,2,Bortaseger
2001,Kristianstad/Wä,Hammarby IF,2,1,Hemmaseger
2001,Kristianstad/Wä,Holmalunds IF,2,2,Oavgjort
2001,Kristianstad/Wä,Kopparbergs/Landvetter,0,3,Bortaseger
2001,Kristianstad/Wä,Mallbackens IF,0,0,Oavgjort
2001,Kristianstad/Wä,Malmö FF,3,6,Bortaseger
2001,Kristianstad/Wä,Sunnanå SK,1,2,Bortaseger
2001,Kristianstad/Wä,Umeå IK,0,1,Bortaseger
2001,Kristianstad/Wä,Älvsjö AIK,0,6,Bortaseger
2001,Kristianstad/Wä,Östers IF,2,0,Hemmaseger
2001,Mallbackens IF,Bälinge IF,1,3,Bortaseger
2001,Mallbackens IF,Djurgårdens IF,4,1,Hemmaseger
2001,Mallbackens IF,Hammarby IF,2,1,Hemmaseger
2001,Mallbackens IF,Holmalunds IF,4,1,Hemmaseger
2001,Mallbackens IF,Kopparbergs/Landvetter,1,2,Bortaseger
2001,Mallbackens IF,Kristianstad/Wä,2,0,Hemmaseger
2001,Mallbackens IF,Malmö FF,1,4,Bortaseger
2001,Mallbackens IF,Sunnanå SK,2,1,Hemmaseger
2001,Mallbackens IF,Umeå IK,0,5,Bortaseger
2001,Mallbackens IF,Älvsjö AIK,4,2,Hemmaseger
2001,Mallbackens IF,Östers IF,2,0,Hemmaseger
2001,Malmö FF,Bälinge IF,6,0,Hemmaseger
2001,Malmö FF,Djurgårdens IF,2,2,Oavgjort
2001,Malmö FF,Hammarby IF,6,1,Hemmaseger
2001,Malmö FF,Holmalunds IF,5,0,Hemmaseger
2001,Malmö FF,Kopparbergs/Landvetter,3,2,Hemmaseger
2001,Malmö FF,Kristianstad/Wä,2,0,Hemmaseger
2001,Malmö FF,Mallbackens IF,0,0,Oavgjort
2001,Malmö FF,Sunnanå SK,1,0,Hemmaseger
2001,Malmö FF,Umeå IK,1,1,Oavgjort
2001,Malmö FF,Älvsjö AIK,4,1,Hemmaseger
2001,Malmö FF,Östers IF,7,0,Hemmaseger
2001,Sunnanå SK,Bälinge IF,2,0,Hemmaseger
2001,Sunnanå SK,Djurgårdens IF,2,3,Bortaseger
2001,Sunnanå SK,Hammarby IF,1,3,Bortaseger
2001,Sunnanå SK,Holmalunds IF,3,1,Hemmaseger
2001,Sunnanå SK,Kopparbergs/Landvetter,1,1,Oavgjort
2001,Sunnanå SK,Kristianstad/Wä,0,1,Bortaseger
2001,Sunnanå SK,Mallbackens IF,2,2,Oavgjort
2001,Sunnanå SK,Malmö FF,0,3,Bortaseger
2001,Sunnanå SK,Umeå IK,0,7,Bortaseger
2001,Sunnanå SK,Älvsjö AIK,1,5,Bortaseger
2001,Sunnanå SK,Östers IF,4,0,Hemmaseger
2001,Umeå IK,Bälinge IF,5,0,Hemmaseger
2001,Umeå IK,Djurgårdens IF,6,0,Hemmaseger
2001,Umeå IK,Hammarby IF,4,1,Hemmaseger
2001,Umeå IK,Holmalunds IF,3,0,Hemmaseger
2001,Umeå IK,Kopparbergs/Landvetter,6,1,Hemmaseger
2001,Umeå IK,Kristianstad/Wä,2,0,Hemmaseger
2001,Umeå IK,Mallbackens IF,6,1,Hemmaseger
2001,Umeå IK,Malmö FF,2,0,Hemmaseger
2001,Umeå IK,Sunnanå SK,6,0,Hemmaseger
2001,Umeå IK,Älvsjö AIK,3,0,Hemmaseger
2001,Umeå IK,Östers IF,1,1,Oavgjort
2001,Älvsjö AIK,Bälinge IF,1,1,Oavgjort
2001,Älvsjö AIK,Djurgårdens IF,2,1,Hemmaseger
2001,Älvsjö AIK,Hammarby IF,5,0,Hemmaseger
2001,Älvsjö AIK,Holmalunds IF,5,0,Hemmaseger
2001,Älvsjö AIK,Kopparbergs/Landvetter,1,1,Oavgjort
2001,Älvsjö AIK,Kristianstad/Wä,5,1,Hemmaseger
2001,Älvsjö AIK,Mallbackens IF,2,1,Hemmaseger
2001,Älvsjö AIK,Malmö FF,1,0,Hemmaseger
2001,Älvsjö AIK,Sunnanå SK,4,1,Hemmaseger
2001,Älvsjö AIK,Umeå IK,1,5,Bortaseger
2001,Älvsjö AIK,Östers IF,3,0,Hemmaseger
2001,Östers IF,Bälinge IF,1,2,Bortaseger
2001,Östers IF,Djurgårdens IF,1,6,Bortaseger
2001,Östers IF,Hammarby IF,1,2,Bortaseger
2001,Östers IF,Holmalunds IF,0,0,Oavgjort
2001,Östers IF,Kopparbergs/Landvetter,0,4,Bortaseger
2001,Östers IF,Kristianstad/Wä,0,1,Bortaseger
2001,Östers IF,Mallbackens IF,1,0,Hemmaseger
2001,Östers IF,Malmö FF,0,2,Bortaseger
2001,Östers IF,Sunnanå SK,1,0,Hemmaseger
2001,Östers IF,Umeå IK,0,2,Bortaseger
2001,Östers IF,Älvsjö AIK,1,10,Bortaseger
2002,Alviks IK,BK Kenty,4,0,Hemmaseger
2002,Alviks IK,Bälinge IF,0,1,Bortaseger
2002,Alviks IK,Djurgårdens IF,0,4,Bortaseger
2002,Alviks IK,Hammarby IF,1,3,Bortaseger
2002,Alviks IK,IF Trion,1,1,Oavgjort
2002,Alviks IK,Kopparbergs/Landvetter,1,4,Bortaseger
2002,Alviks IK,Mallbackens IF,2,3,Bortaseger
2002,Alviks IK,Malmö FF,0,8,Bortaseger
2002,Alviks IK,Sunnanå SK,1,1,Oavgjort
2002,Alviks IK,Umeå IK,0,6,Bortaseger
2002,Alviks IK,Älvsjö AIK,1,1,Oavgjort
2002,BK Kenty,Alviks IK,0,2,Bortaseger
2002,BK Kenty,Bälinge IF,0,1,Bortaseger
2002,BK Kenty,Djurgårdens IF,1,0,Hemmaseger
2002,BK Kenty,Hammarby IF,3,1,Hemmaseger
2002,BK Kenty,IF Trion,0,3,Bortaseger
2002,BK Kenty,Kopparbergs/Landvetter,0,1,Bortaseger
2002,BK Kenty,Mallbackens IF,0,2,Bortaseger
2002,BK Kenty,Malmö FF,0,9,Bortaseger
2002,BK Kenty,Sunnanå SK,2,1,Hemmaseger
2002,BK Kenty,Umeå IK,1,9,Bortaseger
2002,BK Kenty,Älvsjö AIK,2,7,Bortaseger
2002,Bälinge IF,Alviks IK,0,3,Bortaseger
2002,Bälinge IF,BK Kenty,2,0,Hemmaseger
2002,Bälinge IF,Djurgårdens IF,2,1,Hemmaseger
2002,Bälinge IF,Hammarby IF,2,0,Hemmaseger
2002,Bälinge IF,IF Trion,0,0,Oavgjort
2002,Bälinge IF,Kopparbergs/Landvetter,0,0,Oavgjort
2002,Bälinge IF,Mallbackens IF,1,0,Hemmaseger
2002,Bälinge IF,Malmö FF,0,0,Oavgjort
2002,Bälinge IF,Sunnanå SK,1,1,Oavgjort
2002,Bälinge IF,Umeå IK,0,3,Bortaseger
2002,Bälinge IF,Älvsjö AIK,3,3,Oavgjort
2002,Djurgårdens IF,Alviks IK,1,0,Hemmaseger
2002,Djurgårdens IF,BK Kenty,3,1,Hemmaseger
2002,Djurgårdens IF,Bälinge IF,4,0,Hemmaseger
2002,Djurgårdens IF,Hammarby IF,4,0,Hemmaseger
2002,Djurgårdens IF,IF Trion,0,0,Oavgjort
2002,Djurgårdens IF,Kopparbergs/Landvetter,0,0,Oavgjort
2002,Djurgårdens IF,Mallbackens IF,3,1,Hemmaseger
2002,Djurgårdens IF,Malmö FF,0,0,Oavgjort
2002,Djurgårdens IF,Sunnanå SK,3,1,Hemmaseger
2002,Djurgårdens IF,Umeå IK,0,1,Bortaseger
2002,Djurgårdens IF,Älvsjö AIK,0,3,Bortaseger
2002,Hammarby IF,Alviks IK,5,1,Hemmaseger
2002,Hammarby IF,BK Kenty,4,1,Hemmaseger
2002,Hammarby IF,Bälinge IF,6,1,Hemmaseger
2002,Hammarby IF,Djurgårdens IF,2,2,Oavgjort
2002,Hammarby IF,IF Trion,3,0,Hemmaseger
2002,Hammarby IF,Kopparbergs/Landvetter,0,2,Bortaseger
2002,Hammarby IF,Mallbackens IF,3,3,Oavgjort
2002,Hammarby IF,Malmö FF,0,3,Bortaseger
2002,Hammarby IF,Sunnanå SK,5,1,Hemmaseger
2002,Hammarby IF,Umeå IK,0,5,Bortaseger
2002,Hammarby IF,Älvsjö AIK,1,1,Oavgjort
2002,IF Trion,Alviks IK,2,3,Bortaseger
2002,IF Trion,BK Kenty,0,1,Bortaseger
2002,IF Trion,Bälinge IF,3,1,Hemmaseger
2002,IF Trion,Djurgårdens IF,0,5,Bortaseger
2002,IF Trion,Hammarby IF,3,2,Hemmaseger
2002,IF Trion,Kopparbergs/Landvetter,1,2,Bortaseger
2002,IF Trion,Mallbackens IF,0,2,Bortaseger
2002,IF Trion,Malmö FF,0,5,Bortaseger
2002,IF Trion,Sunnanå SK,0,0,Oavgjort
2002,IF Trion,Umeå IK,0,2,Bortaseger
2002,IF Trion,Älvsjö AIK,2,1,Hemmaseger
2002,Kopparbergs/Landvetter,Alviks IK,1,0,Hemmaseger
2002,Kopparbergs/Landvetter,BK Kenty,5,0,Hemmaseger
2002,Kopparbergs/Landvetter,Bälinge IF,1,1,Oavgjort
2002,Kopparbergs/Landvetter,Djurgårdens IF,1,3,Bortaseger
2002,Kopparbergs/Landvetter,Hammarby IF,1,1,Oavgjort
2002,Kopparbergs/Landvetter,IF Trion,0,0,Oavgjort
2002,Kopparbergs/Landvetter,Mallbackens IF,1,1,Oavgjort
2002,Kopparbergs/Landvetter,Malmö FF,1,2,Bortaseger
2002,Kopparbergs/Landvetter,Sunnanå SK,1,0,Hemmaseger
2002,Kopparbergs/Landvetter,Umeå IK,0,3,Bortaseger
2002,Kopparbergs/Landvetter,Älvsjö AIK,3,2,Hemmaseger
2002,Mallbackens IF,Alviks IK,2,1,Hemmaseger
2002,Mallbackens IF,BK Kenty,2,1,Hemmaseger
2002,Mallbackens IF,Bälinge IF,1,1,Oavgjort
2002,Mallbackens IF,Djurgårdens IF,0,0,Oavgjort
2002,Mallbackens IF,Hammarby IF,1,2,Bortaseger
2002,Mallbackens IF,IF Trion,0,3,Bortaseger
2002,Mallbackens IF,Kopparbergs/Landvetter,0,1,Bortaseger
2002,Mallbackens IF,Malmö FF,0,2,Bortaseger
2002,Mallbackens IF,Sunnanå SK,0,2,Bortaseger
2002,Mallbackens IF,Umeå IK,1,11,Bortaseger
2002,Mallbackens IF,Älvsjö AIK,1,1,Oavgjort
2002,Malmö FF,Alviks IK,6,0,Hemmaseger
2002,Malmö FF,BK Kenty,7,0,Hemmaseger
2002,Malmö FF,Bälinge IF,4,1,Hemmaseger
2002,Malmö FF,Djurgårdens IF,5,1,Hemmaseger
2002,Malmö FF,Hammarby IF,5,2,Hemmaseger
2002,Malmö FF,IF Trion,2,0,Hemmaseger
2002,Malmö FF,Kopparbergs/Landvetter,6,0,Hemmaseger
2002,Malmö FF,Mallbackens IF,1,0,Hemmaseger
2002,Malmö FF,Sunnanå SK,6,0,Hemmaseger
2002,Malmö FF,Umeå IK,1,0,Hemmaseger
2002,Malmö FF,Älvsjö AIK,2,2,Oavgjort
2002,Sunnanå SK,Alviks IK,1,0,Hemmaseger
2002,Sunnanå SK,BK Kenty,2,2,Oavgjort
2002,Sunnanå SK,Bälinge IF,0,1,Bortaseger
2002,Sunnanå SK,Djurgårdens IF,1,4,Bortaseger
2002,Sunnanå SK,Hammarby IF,1,5,Bortaseger
2002,Sunnanå SK,IF Trion,3,0,Hemmaseger
2002,Sunnanå SK,Kopparbergs/Landvetter,0,0,Oavgjort
2002,Sunnanå SK,Mallbackens IF,3,1,Hemmaseger
2002,Sunnanå SK,Malmö FF,0,3,Bortaseger
2002,Sunnanå SK,Umeå IK,2,7,Bortaseger
2002,Sunnanå SK,Älvsjö AIK,2,3,Bortaseger
2002,Umeå IK,Alviks IK,6,0,Hemmaseger
2002,Umeå IK,BK Kenty,5,0,Hemmaseger
2002,Umeå IK,Bälinge IF,6,1,Hemmaseger
2002,Umeå IK,Djurgårdens IF,6,1,Hemmaseger
2002,Umeå IK,Hammarby IF,5,0,Hemmaseger
2002,Umeå IK,IF Trion,5,0,Hemmaseger
2002,Umeå IK,Kopparbergs/Landvetter,2,1,Hemmaseger
2002,Umeå IK,Mallbackens IF,6,0,Hemmaseger
2002,Umeå IK,Malmö FF,2,2,Oavgjort
2002,Umeå IK,Sunnanå SK,8,3,Hemmaseger
2002,Umeå IK,Älvsjö AIK,3,1,Hemmaseger
2002,Älvsjö AIK,Alviks IK,9,0,Hemmaseger
2002,Älvsjö AIK,BK Kenty,3,1,Hemmaseger
2002,Älvsjö AIK,Bälinge IF,3,0,Hemmaseger
2002,Älvsjö AIK,Djurgårdens IF,6,2,Hemmaseger
2002,Älvsjö AIK,Hammarby IF,5,1,Hemmaseger
2002,Älvsjö AIK,IF Trion,4,0,Hemmaseger
2002,Älvsjö AIK,Kopparbergs/Landvetter,1,2,Bortaseger
2002,Älvsjö AIK,Mallbackens IF,2,0,Hemmaseger
2002,Älvsjö AIK,Malmö FF,0,2,Bortaseger
2002,Älvsjö AIK,Sunnanå SK,1,1,Oavgjort
2002,Älvsjö AIK,Umeå IK,1,3,Bortaseger
2003,Bälinge IF,Djurgården/Älvsjö,1,3,Bortaseger
2003,Bälinge IF,Hammarby IF,2,2,Oavgjort
2003,Bälinge IF,IF Trion,3,1,Hemmaseger
2003,Bälinge IF,Karlslunds IF,1,1,Oavgjort
2003,Bälinge IF,Kopparbergs/Landvetter,2,0,Hemmaseger
2003,Bälinge IF,Mallbackens IF,0,0,Oavgjort
2003,Bälinge IF,Malmö FF,0,2,Bortaseger
2003,Bälinge IF,Stattena IF,7,0,Hemmaseger
2003,Bälinge IF,Sunnanå SK,4,0,Hemmaseger
2003,Bälinge IF,Umeå IK,2,2,Oavgjort
2003,Bälinge IF,Östers IF,5,1,Hemmaseger
2003,Djurgården/Älvsjö,Bälinge IF,2,0,Hemmaseger
2003,Djurgården/Älvsjö,Hammarby IF,2,0,Hemmaseger
2003,Djurgården/Älvsjö,IF Trion,8,1,Hemmaseger
2003,Djurgården/Älvsjö,Karlslunds IF,8,1,Hemmaseger
2003,Djurgården/Älvsjö,Kopparbergs/Landvetter,5,1,Hemmaseger
2003,Djurgården/Älvsjö,Mallbackens IF,6,1,Hemmaseger
2003,Djurgården/Älvsjö,Malmö FF,4,2,Hemmaseger
2003,Djurgården/Älvsjö,Stattena IF,5,0,Hemmaseger
2003,Djurgården/Älvsjö,Sunnanå SK,3,1,Hemmaseger
2003,Djurgården/Älvsjö,Umeå IK,1,1,Oavgjort
2003,Djurgården/Älvsjö,Östers IF,6,1,Hemmaseger
2003,Hammarby IF,Bälinge IF,4,2,Hemmaseger
2003,Hammarby IF,Djurgården/Älvsjö,2,1,Hemmaseger
2003,Hammarby IF,IF Trion,4,0,Hemmaseger
2003,Hammarby IF,Karlslunds IF,2,1,Hemmaseger
2003,Hammarby IF,Kopparbergs/Landvetter,3,1,Hemmaseger
2003,Hammarby IF,Mallbackens IF,4,2,Hemmaseger
2003,Hammarby IF,Malmö FF,1,3,Bortaseger
2003,Hammarby IF,Stattena IF,1,0,Hemmaseger
2003,Hammarby IF,Sunnanå SK,3,1,Hemmaseger
2003,Hammarby IF,Umeå IK,0,2,Bortaseger
2003,Hammarby IF,Östers IF,3,0,Hemmaseger
2003,IF Trion,Bälinge IF,1,5,Bortaseger
2003,IF Trion,Djurgården/Älvsjö,2,9,Bortaseger
2003,IF Trion,Hammarby IF,2,5,Bortaseger
2003,IF Trion,Karlslunds IF,0,0,Oavgjort
