sasong,hemma,borta,hemmamal,bortamal,resultat
2006,Mallbackens IF,Kopparbergs/Göteborg,0,2,Bortaseger
2006,Mallbackens IF,Linköpings FC,1,3,Bortaseger
2006,Mallbackens IF,Malmö FF,0,2,Bortaseger
2006,Mallbackens IF,QBIK,2,0,Hemmaseger
2006,Mallbackens IF,Sunnanå SK,0,2,Bortaseger
2006,Mallbackens IF,Umeå IK,0,3,Bortaseger
2006,Malmö FF,Bälinge IF,1,0,Hemmaseger
2006,Malmö FF,Djurgården/Älvsjö,4,1,Hemmaseger
2006,Malmö FF,Hammarby IF,1,1,Oavgjort
2006,Malmö FF,Jitex BK,6,1,Hemmaseger
2006,Malmö FF,KIF Örebro,2,0,Hemmaseger
2006,Malmö FF,Kopparbergs/Göteborg,3,0,Hemmaseger
2006,Malmö FF,Linköpings FC,2,2,Oavgjort
2006,Malmö FF,Mallbackens IF,0,1,Bortaseger
2006,Malmö FF,QBIK,3,1,Hemmaseger
2006,Malmö FF,Sunnanå SK,2,0,Hemmaseger
2006,Malmö FF,Umeå IK,0,4,Bortaseger
2006,QBIK,Bälinge IF,1,1,Oavgjort
2006,QBIK,Djurgården/Älvsjö,1,1,Oavgjort
2006,QBIK,Hammarby IF,2,1,Hemmaseger
2006,QBIK,Jitex BK,1,1,Oavgjort
2006,QBIK,KIF Örebro,2,2,Oavgjort
2006,QBIK,Kopparbergs/Göteborg,0,0,Oavgjort
2006,QBIK,Linköpings FC,0,3,Bortaseger
2006,QBIK,Mallbackens IF,2,0,Hemmaseger
2006,QBIK,Malmö FF,0,3,Bortaseger
2006,QBIK,Sunnanå SK,1,3,Bortaseger
2006,QBIK,Umeå IK,2,5,Bortaseger
2006,Sunnanå SK,Bälinge IF,0,2,Bortaseger
2006,Sunnanå SK,Djurgården/Älvsjö,3,2,Hemmaseger
2006,Sunnanå SK,Hammarby IF,1,2,Bortaseger
2006,Sunnanå SK,Jitex BK,3,1,Hemmaseger
2006,Sunnanå SK,KIF Örebro,0,2,Bortaseger
2006,Sunnanå SK,Kopparbergs/Göteborg,2,0,Hemmaseger
2006,Sunnanå SK,Linköpings FC,1,2,Bortaseger
2006,Sunnanå SK,Mallbackens IF,2,0,Hemmaseger
2006,Sunnanå SK,Malmö FF,2,2,Oavgjort
2006,Sunnanå SK,QBIK,3,0,Hemmaseger
2006,Sunnanå SK,Umeå IK,0,1,Bortaseger
2006,Umeå IK,Bälinge IF,7,0,Hemmaseger
2006,Umeå IK,Djurgården/Älvsjö,2,1,Hemmaseger
2006,Umeå IK,Hammarby IF,8,0,Hemmaseger
2006,Umeå IK,Jitex BK,6,3,Hemmaseger
2006,Umeå IK,KIF Örebro,3,0,Hemmaseger
2006,Umeå IK,Kopparbergs/Göteborg,1,1,Oavgjort
2006,Umeå IK,Linköpings FC,2,1,Hemmaseger
2006,Umeå IK,Mallbackens IF,1,0,Hemmaseger
2006,Umeå IK,Malmö FF,2,0,Hemmaseger
2006,Umeå IK,QBIK,6,0,Hemmaseger
2006,Umeå IK,Sunnanå SK,5,0,Hemmaseger
2007,AIK,Bälinge IF,1,0,Hemmaseger
2007,AIK,Djurgårdens IF,0,3,Bortaseger
2007,AIK,Falköpings KIK,2,0,Hemmaseger
2007,AIK,Hammarby IF,3,2,Hemmaseger
2007,AIK,KIF Örebro,0,0,Oavgjort
2007,AIK,Kopparbergs/Göteborg,0,2,Bortaseger
2007,AIK,LdB Malmö,0,0,Oavgjort
2007,AIK,Linköpings FC,1,1,Oavgjort
2007,AIK,QBIK,0,0,Oavgjort
2007,AIK,Sunnanå SK,1,2,Bortaseger
2007,AIK,Umeå IK,0,4,Bortaseger
2007,Bälinge IF,AIK,2,0,Hemmaseger
2007,Bälinge IF,Djurgårdens IF,1,1,Oavgjort
2007,Bälinge IF,Falköpings KIK,2,2,Oavgjort
2007,Bälinge IF,Hammarby IF,0,2,Bortaseger
2007,Bälinge IF,KIF Örebro,4,1,Hemmaseger
2007,Bälinge IF,Kopparbergs/Göteborg,2,7,Bortaseger
2007,Bälinge IF,LdB Malmö,0,1,Bortaseger
2007,Bälinge IF,Linköpings FC,1,2,Bortaseger
2007,Bälinge IF,QBIK,0,0,Oavgjort
2007,Bälinge IF,Sunnanå SK,2,2,Oavgjort
2007,Bälinge IF,Umeå IK,1,2,Bortaseger
2007,Djurgårdens IF,AIK,7,0,Hemmaseger
2007,Djurgårdens IF,Bälinge IF,2,1,Hemmaseger
2007,Djurgårdens IF,Falköpings KIK,4,0,Hemmaseger
2007,Djurgårdens IF,Hammarby IF,1,0,Hemmaseger
2007,Djurgårdens IF,KIF Örebro,1,0,Hemmaseger
2007,Djurgårdens IF,Kopparbergs/Göteborg,1,0,Hemmaseger
2007,Djurgårdens IF,LdB Malmö,2,0,Hemmaseger
2007,Djurgårdens IF,Linköpings FC,2,1,Hemmaseger
2007,Djurgårdens IF,QBIK,3,1,Hemmaseger
2007,Djurgårdens IF,Sunnanå SK,1,1,Oavgjort
2007,Djurgårdens IF,Umeå IK,3,5,Bortaseger
2007,Falköpings KIK,AIK,3,0,Hemmaseger
2007,Falköpings KIK,Bälinge IF,0,3,Bortaseger
2007,Falköpings KIK,Djurgårdens IF,0,4,Bortaseger
2007,Falköpings KIK,Hammarby IF,0,2,Bortaseger
2007,Falköpings KIK,KIF Örebro,2,0,Hemmaseger
2007,Falköpings KIK,Kopparbergs/Göteborg,0,3,Bortaseger
2007,Falköpings KIK,LdB Malmö,0,4,Bortaseger
2007,Falköpings KIK,Linköpings FC,2,1,Hemmaseger
2007,Falköpings KIK,QBIK,2,2,Oavgjort
2007,Falköpings KIK,Sunnanå SK,2,2,Oavgjort
2007,Falköpings KIK,Umeå IK,0,5,Bortaseger
2007,Hammarby IF,AIK,0,0,Oavgjort
2007,Hammarby IF,Bälinge IF,1,2,Bortaseger
2007,Hammarby IF,Djurgårdens IF,1,2,Bortaseger
2007,Hammarby IF,Falköpings KIK,4,2,Hemmaseger
2007,Hammarby IF,KIF Örebro,1,1,Oavgjort
2007,Hammarby IF,Kopparbergs/Göteborg,2,3,Bortaseger
2007,Hammarby IF,LdB Malmö,1,3,Bortaseger
2007,Hammarby IF,Linköpings FC,0,2,Bortaseger
2007,Hammarby IF,QBIK,2,1,Hemmaseger
2007,Hammarby IF,Sunnanå SK,1,1,Oavgjort
2007,Hammarby IF,Umeå IK,0,1,Bortaseger
2007,KIF Örebro,AIK,0,0,Oavgjort
2007,KIF Örebro,Bälinge IF,1,0,Hemmaseger
2007,KIF Örebro,Djurgårdens IF,2,1,Hemmaseger
2007,KIF Örebro,Falköpings KIK,3,0,Hemmaseger
2007,KIF Örebro,Hammarby IF,3,2,Hemmaseger
2007,KIF Örebro,Kopparbergs/Göteborg,3,0,Hemmaseger
2007,KIF Örebro,LdB Malmö,1,3,Bortaseger
2007,KIF Örebro,Linköpings FC,1,1,Oavgjort
2007,KIF Örebro,QBIK,1,0,Hemmaseger
2007,KIF Örebro,Sunnanå SK,0,2,Bortaseger
2007,KIF Örebro,Umeå IK,1,2,Bortaseger
2007,Kopparbergs/Göteborg,AIK,3,1,Hemmaseger
2007,Kopparbergs/Göteborg,Bälinge IF,4,3,Hemmaseger
2007,Kopparbergs/Göteborg,Djurgårdens IF,3,2,Hemmaseger
2007,Kopparbergs/Göteborg,Falköpings KIK,5,1,Hemmaseger
2007,Kopparbergs/Göteborg,Hammarby IF,6,0,Hemmaseger
2007,Kopparbergs/Göteborg,KIF Örebro,3,3,Oavgjort
2007,Kopparbergs/Göteborg,LdB Malmö,2,7,Bortaseger
2007,Kopparbergs/Göteborg,Linköpings FC,0,4,Bortaseger
2007,Kopparbergs/Göteborg,QBIK,4,1,Hemmaseger
2007,Kopparbergs/Göteborg,Sunnanå SK,2,3,Bortaseger
2007,Kopparbergs/Göteborg,Umeå IK,0,3,Bortaseger
2007,LdB Malmö,AIK,3,0,Hemmaseger
2007,LdB Malmö,Bälinge IF,2,0,Hemmaseger
2007,LdB Malmö,Djurgårdens IF,0,2,Bortaseger
2007,LdB Malmö,Falköpings KIK,3,0,Hemmaseger
2007,LdB Malmö,Hammarby IF,4,0,Hemmaseger
2007,LdB Malmö,KIF Örebro,5,0,Hemmaseger
2007,LdB Malmö,Kopparbergs/Göteborg,4,1,Hemmaseger
2007,LdB Malmö,Linköpings FC,4,1,Hemmaseger
2007,LdB Malmö,QBIK,7,0,Hemmaseger
2007,LdB Malmö,Sunnanå SK,1,0,Hemmaseger
2007,LdB Malmö,Umeå IK,1,2,Bortaseger
2007,Linköpings FC,AIK,2,0,Hemmaseger
2007,Linköpings FC,Bälinge IF,3,2,Hemmaseger
2007,Linköpings FC,Djurgårdens IF,2,3,Bortaseger
2007,Linköpings FC,Falköpings KIK,3,0,Hemmaseger
2007,Linköpings FC,Hammarby IF,6,1,Hemmaseger
2007,Linköpings FC,KIF Örebro,1,1,Oavgjort
2007,Linköpings FC,Kopparbergs/Göteborg,1,2,Bortaseger
2007,Linköpings FC,LdB Malmö,1,0,Hemmaseger
2007,Linköpings FC,QBIK,4,1,Hemmaseger
2007,Linköpings FC,Sunnanå SK,2,2,Oavgjort
2007,Linköpings FC,Umeå IK,0,2,Bortaseger
2007,QBIK,AIK,2,1,Hemmaseger
2007,QBIK,Bälinge IF,2,2,Oavgjort
2007,QBIK,Djurgårdens IF,0,3,Bortaseger
2007,QBIK,Falköpings KIK,1,2,Bortaseger
2007,QBIK,Hammarby IF,0,1,Bortaseger
2007,QBIK,KIF Örebro,1,2,Bortaseger
2007,QBIK,Kopparbergs/Göteborg,1,1,Oavgjort
2007,QBIK,LdB Malmö,2,2,Oavgjort
2007,QBIK,Linköpings FC,0,1,Bortaseger
2007,QBIK,Sunnanå SK,0,1,Bortaseger
2007,QBIK,Umeå IK,0,4,Bortaseger
2007,Sunnanå SK,AIK,1,0,Hemmaseger
2007,Sunnanå SK,Bälinge IF,1,0,Hemmaseger
2007,Sunnanå SK,Djurgårdens IF,1,1,Oavgjort
2007,Sunnanå SK,Falköpings KIK,8,0,Hemmaseger
2007,Sunnanå SK,Hammarby IF,0,2,Bortaseger
2007,Sunnanå SK,KIF Örebro,1,3,Bortaseger
2007,Sunnanå SK,Kopparbergs/Göteborg,0,1,Bortaseger
2007,Sunnanå SK,LdB Malmö,0,0,Oavgjort
2007,Sunnanå SK,Linköpings FC,1,1,Oavgjort
2007,Sunnanå SK,QBIK,4,0,Hemmaseger
2007,Sunnanå SK,Umeå IK,3,2,Hemmaseger
2007,Umeå IK,AIK,8,0,Hemmaseger
2007,Umeå IK,Bälinge IF,7,1,Hemmaseger
2007,Umeå IK,Djurgårdens IF,1,2,Bortaseger
2007,Umeå IK,Falköpings KIK,4,1,Hemmaseger
2007,Umeå IK,Hammarby IF,5,2,Hemmaseger
2007,Umeå IK,KIF Örebro,2,1,Hemmaseger
2007,Umeå IK,Kopparbergs/Göteborg,5,2,Hemmaseger
2007,Umeå IK,LdB Malmö,2,0,Hemmaseger
2007,Umeå IK,Linköpings FC,4,0,Hemmaseger
2007,Umeå IK,QBIK,8,1,Hemmaseger
2007,Umeå IK,Sunnanå SK,3,0,Hemmaseger
2008,AIK,Bälinge IF,4,0,Hemmaseger
2008,AIK,Djurgårdens IF,2,0,Hemmaseger
2008,AIK,Hammarby IF,1,1,Oavgjort
2008,AIK,KIF Örebro,3,1,Hemmaseger
2008,AIK,Kopparbergs/Göteborg,1,2,Bortaseger
2008,AIK,Kristianstads DFF,4,0,Hemmaseger
2008,AIK,LdB Malmö,2,1,Hemmaseger
2008,AIK,Linköpings FC,3,2,Hemmaseger
2008,AIK,Sunnanå SK,1,0,Hemmaseger
2008,AIK,Umeå IK,0,1,Bortaseger
2008,AIK,Umeå Södra,4,1,Hemmaseger
2008,Bälinge IF,AIK,0,3,Bortaseger
2008,Bälinge IF,Djurgårdens IF,1,1,Oavgjort
2008,Bälinge IF,Hammarby IF,0,2,Bortaseger
2008,Bälinge IF,KIF Örebro,0,0,Oavgjort
2008,Bälinge IF,Kopparbergs/Göteborg,1,3,Bortaseger
2008,Bälinge IF,Kristianstads DFF,0,0,Oavgjort
2008,Bälinge IF,LdB Malmö,0,3,Bortaseger
2008,Bälinge IF,Linköpings FC,0,4,Bortaseger
2008,Bälinge IF,Sunnanå SK,1,3,Bortaseger
2008,Bälinge IF,Umeå IK,2,5,Bortaseger
2008,Bälinge IF,Umeå Södra,1,1,Oavgjort
2008,Djurgårdens IF,AIK,1,1,Oavgjort
2008,Djurgårdens IF,Bälinge IF,6,0,Hemmaseger
2008,Djurgårdens IF,Hammarby IF,3,1,Hemmaseger
2008,Djurgårdens IF,KIF Örebro,2,1,Hemmaseger
2008,Djurgårdens IF,Kopparbergs/Göteborg,3,0,Hemmaseger
2008,Djurgårdens IF,Kristianstads DFF,2,1,Hemmaseger
2008,Djurgårdens IF,LdB Malmö,2,3,Bortaseger
2008,Djurgårdens IF,Linköpings FC,0,0,Oavgjort
2008,Djurgårdens IF,Sunnanå SK,1,0,Hemmaseger
2008,Djurgårdens IF,Umeå IK,2,2,Oavgjort
2008,Djurgårdens IF,Umeå Södra,2,0,Hemmaseger
2008,Hammarby IF,AIK,0,3,Bortaseger
2008,Hammarby IF,Bälinge IF,1,0,Hemmaseger
2008,Hammarby IF,Djurgårdens IF,3,0,Hemmaseger
2008,Hammarby IF,KIF Örebro,1,1,Oavgjort
2008,Hammarby IF,Kopparbergs/Göteborg,3,1,Hemmaseger
2008,Hammarby IF,Kristianstads DFF,0,1,Bortaseger
2008,Hammarby IF,LdB Malmö,1,7,Bortaseger
2008,Hammarby IF,Linköpings FC,0,3,Bortaseger
2008,Hammarby IF,Sunnanå SK,2,1,Hemmaseger
2008,Hammarby IF,Umeå IK,1,2,Bortaseger
2008,Hammarby IF,Umeå Södra,2,0,Hemmaseger
2008,KIF Örebro,AIK,0,4,Bortaseger
2008,KIF Örebro,Bälinge IF,3,0,Hemmaseger
2008,KIF Örebro,Djurgårdens IF,1,0,Hemmaseger
2008,KIF Örebro,Hammarby IF,1,0,Hemmaseger
2008,KIF Örebro,Kopparbergs/Göteborg,1,0,Hemmaseger
2008,KIF Örebro,Kristianstads DFF,1,0,Hemmaseger
2008,KIF Örebro,LdB Malmö,0,0,Oavgjort
2008,KIF Örebro,Linköpings FC,1,2,Bortaseger
2008,KIF Örebro,Sunnanå SK,2,1,Hemmaseger
2008,KIF Örebro,Umeå IK,0,2,Bortaseger
2008,KIF Örebro,Umeå Södra,3,1,Hemmaseger
2008,Kopparbergs/Göteborg,AIK,0,5,Bortaseger
2008,Kopparbergs/Göteborg,Bälinge IF,5,0,Hemmaseger
2008,Kopparbergs/Göteborg,Djurgårdens IF,3,4,Bortaseger
2008,Kopparbergs/Göteborg,Hammarby IF,3,0,Hemmaseger
2008,Kopparbergs/Göteborg,KIF Örebro,3,0,Hemmaseger
2008,Kopparbergs/Göteborg,Kristianstads DFF,4,1,Hemmaseger
2008,Kopparbergs/Göteborg,LdB Malmö,1,4,Bortaseger
2008,Kopparbergs/Göteborg,Linköpings FC,0,3,Bortaseger
2008,Kopparbergs/Göteborg,Sunnanå SK,4,1,Hemmaseger
2008,Kopparbergs/Göteborg,Umeå IK,0,2,Bortaseger
2008,Kopparbergs/Göteborg,Umeå Södra,9,0,Hemmaseger
2008,Kristianstads DFF,AIK,1,2,Bortaseger
2008,Kristianstads DFF,Bälinge IF,4,1,Hemmaseger
2008,Kristianstads DFF,Djurgårdens IF,2,1,Hemmaseger
2008,Kristianstads DFF,Hammarby IF,1,3,Bortaseger
2008,Kristianstads DFF,KIF Örebro,1,3,Bortaseger
2008,Kristianstads DFF,Kopparbergs/Göteborg,3,2,Hemmaseger
2008,Kristianstads DFF,LdB Malmö,0,1,Bortaseger
2008,Kristianstads DFF,Linköpings FC,0,7,Bortaseger
2008,Kristianstads DFF,Sunnanå SK,3,2,Hemmaseger
2008,Kristianstads DFF,Umeå IK,0,2,Bortaseger
2008,Kristianstads DFF,Umeå Södra,2,0,Hemmaseger
2008,LdB Malmö,AIK,1,0,Hemmaseger
2008,LdB Malmö,Bälinge IF,4,0,Hemmaseger
2008,LdB Malmö,Djurgårdens IF,1,1,Oavgjort
2008,LdB Malmö,Hammarby IF,4,0,Hemmaseger
2008,LdB Malmö,KIF Örebro,4,0,Hemmaseger
2008,LdB Malmö,Kopparbergs/Göteborg,3,2,Hemmaseger
2008,LdB Malmö,Kristianstads DFF,4,0,Hemmaseger
2008,LdB Malmö,Linköpings FC,1,3,Bortaseger
2008,LdB Malmö,Sunnanå SK,5,2,Hemmaseger
2008,LdB Malmö,Umeå IK,2,2,Oavgjort
2008,LdB Malmö,Umeå Södra,3,1,Hemmaseger
2008,Linköpings FC,AIK,1,0,Hemmaseger
2008,Linköpings FC,Bälinge IF,2,0,Hemmaseger
2008,Linköpings FC,Djurgårdens IF,2,1,Hemmaseger
2008,Linköpings FC,Hammarby IF,2,1,Hemmaseger
2008,Linköpings FC,KIF Örebro,1,0,Hemmaseger
2008,Linköpings FC,Kopparbergs/Göteborg,2,0,Hemmaseger
2008,Linköpings FC,Kristianstads DFF,2,0,Hemmaseger
2008,Linköpings FC,LdB Malmö,2,3,Bortaseger
2008,Linköpings FC,Sunnanå SK,3,1,Hemmaseger
2008,Linköpings FC,Umeå IK,1,4,Bortaseger
2008,Linköpings FC,Umeå Södra,4,0,Hemmaseger
2008,Sunnanå SK,AIK,1,1,Oavgjort
2008,Sunnanå SK,Bälinge IF,0,0,Oavgjort
2008,Sunnanå SK,Djurgårdens IF,1,0,Hemmaseger
2008,Sunnanå SK,Hammarby IF,0,0,Oavgjort
2008,Sunnanå SK,KIF Örebro,2,0,Hemmaseger
2008,Sunnanå SK,Kopparbergs/Göteborg,0,1,Bortaseger
2008,Sunnanå SK,Kristianstads DFF,4,2,Hemmaseger
2008,Sunnanå SK,LdB Malmö,0,1,Bortaseger
2008,Sunnanå SK,Linköpings FC,2,2,Oavgjort
2008,Sunnanå SK,Umeå IK,0,1,Bortaseger
2008,Sunnanå SK,Umeå Södra,5,0,Hemmaseger
2008,Umeå IK,AIK,3,0,Hemmaseger
2008,Umeå IK,Bälinge IF,11,1,Hemmaseger
2008,Umeå IK,Djurgårdens IF,3,3,Oavgjort
2008,Umeå IK,Hammarby IF,6,0,Hemmaseger
2008,Umeå IK,KIF Örebro,3,0,Hemmaseger
2008,Umeå IK,Kopparbergs/Göteborg,1,0,Hemmaseger
2008,Umeå IK,Kristianstads DFF,8,0,Hemmaseger
2008,Umeå IK,LdB Malmö,3,2,Hemmaseger
2008,Umeå IK,Linköpings FC,2,3,Bortaseger
2008,Umeå IK,Sunnanå SK,5,0,Hemmaseger
2008,Umeå IK,Umeå Södra,6,0,Hemmaseger
2008,Umeå Södra,AIK,1,5,Bortaseger
2008,Umeå Södra,Bälinge IF,2,1,Hemmaseger
2008,Umeå Södra,Djurgårdens IF,1,3,Bortaseger
2008,Umeå Södra,Hammarby IF,1,1,Oavgjort
2008,Umeå Södra,KIF Örebro,1,4,Bortaseger
2008,Umeå Södra,Kopparbergs/Göteborg,0,2,Bortaseger
2008,Umeå Södra,Kristianstads DFF,1,1,Oavgjort
2008,Umeå Södra,LdB Malmö,0,5,Bortaseger
2008,Umeå Södra,Linköpings FC,0,3,Bortaseger
2008,Umeå Södra,Sunnanå SK,2,1,Hemmaseger
2008,Umeå Södra,Umeå IK,0,6,Bortaseger
2009,AIK,Djurgårdens IF,2,4,Bortaseger
2009,AIK,Hammarby IF,1,1,Oavgjort
2009,AIK,KIF Örebro,0,2,Bortaseger
2009,AIK,Kopparbergs/Göteborg,0,1,Bortaseger
2009,AIK,Kristianstads DFF,2,1,Hemmaseger
2009,AIK,LdB FC Malmö,1,2,Bortaseger
2009,AIK,Linköpings FC,1,2,Bortaseger
2009,AIK,Piteå IF,3,1,Hemmaseger
2009,AIK,Stattena IF,1,1,Oavgjort
2009,AIK,Sunnanå SK,1,2,Bortaseger
2009,AIK,Umeå IK,0,2,Bortaseger
2009,Djurgårdens IF,AIK,2,3,Bortaseger
2009,Djurgårdens IF,Hammarby IF,5,2,Hemmaseger
2009,Djurgårdens IF,KIF Örebro,2,0,Hemmaseger
2009,Djurgårdens IF,Kopparbergs/Göteborg,1,0,Hemmaseger
2009,Djurgårdens IF,Kristianstads DFF,4,0,Hemmaseger
2009,Djurgårdens IF,LdB FC Malmö,0,3,Bortaseger
2009,Djurgårdens IF,Linköpings FC,0,1,Bortaseger
2009,Djurgårdens IF,Piteå IF,4,0,Hemmaseger
2009,Djurgårdens IF,Stattena IF,6,0,Hemmaseger
2009,Djurgårdens IF,Sunnanå SK,2,0,Hemmaseger
2009,Djurgårdens IF,Umeå IK,2,5,Bortaseger
2009,Hammarby IF,AIK,2,0,Hemmaseger
2009,Hammarby IF,Djurgårdens IF,0,1,Bortaseger
2009,Hammarby IF,KIF Örebro,0,2,Bortaseger
2009,Hammarby IF,Kopparbergs/Göteborg,1,4,Bortaseger
2009,Hammarby IF,Kristianstads DFF,3,1,Hemmaseger
2009,Hammarby IF,LdB FC Malmö,0,1,Bortaseger
2009,Hammarby IF,Linköpings FC,0,3,Bortaseger
2009,Hammarby IF,Piteå IF,2,2,Oavgjort
2009,Hammarby IF,Stattena IF,4,1,Hemmaseger
2009,Hammarby IF,Sunnanå SK,0,1,Bortaseger
2009,Hammarby IF,Umeå IK,4,1,Hemmaseger
2009,KIF Örebro,AIK,1,0,Hemmaseger
2009,KIF Örebro,Djurgårdens IF,2,2,Oavgjort
2009,KIF Örebro,Hammarby IF,2,1,Hemmaseger
2009,KIF Örebro,Kopparbergs/Göteborg,0,0,Oavgjort
2009,KIF Örebro,Kristianstads DFF,3,1,Hemmaseger
2009,KIF Örebro,LdB FC Malmö,2,1,Hemmaseger
2009,KIF Örebro,Linköpings FC,2,0,Hemmaseger
2009,KIF Örebro,Piteå IF,1,0,Hemmaseger
2009,KIF Örebro,Stattena IF,7,1,Hemmaseger
2009,KIF Örebro,Sunnanå SK,1,0,Hemmaseger
2009,KIF Örebro,Umeå IK,0,1,Bortaseger
2009,Kopparbergs/Göteborg,AIK,3,4,Bortaseger
2009,Kopparbergs/Göteborg,Djurgårdens IF,3,1,Hemmaseger
2009,Kopparbergs/Göteborg,Hammarby IF,1,1,Oavgjort
2009,Kopparbergs/Göteborg,KIF Örebro,4,0,Hemmaseger
2009,Kopparbergs/Göteborg,Kristianstads DFF,2,1,Hemmaseger
2009,Kopparbergs/Göteborg,LdB FC Malmö,2,1,Hemmaseger
2009,Kopparbergs/Göteborg,Linköpings FC,0,1,Bortaseger
2009,Kopparbergs/Göteborg,Piteå IF,7,0,Hemmaseger
2009,Kopparbergs/Göteborg,Stattena IF,2,0,Hemmaseger
2009,Kopparbergs/Göteborg,Sunnanå SK,1,0,Hemmaseger
2009,Kopparbergs/Göteborg,Umeå IK,1,0,Hemmaseger
2009,Kristianstads DFF,AIK,3,2,Hemmaseger
2009,Kristianstads DFF,Djurgårdens IF,2,3,Bortaseger
2009,Kristianstads DFF,Hammarby IF,3,1,Hemmaseger
2009,Kristianstads DFF,KIF Örebro,2,3,Bortaseger
2009,Kristianstads DFF,Kopparbergs/Göteborg,0,3,Bortaseger
2009,Kristianstads DFF,LdB FC Malmö,2,7,Bortaseger
2009,Kristianstads DFF,Linköpings FC,1,2,Bortaseger
2009,Kristianstads DFF,Piteå IF,2,0,Hemmaseger
2009,Kristianstads DFF,Stattena IF,4,0,Hemmaseger
2009,Kristianstads DFF,Sunnanå SK,3,2,Hemmaseger
2009,Kristianstads DFF,Umeå IK,0,1,Bortaseger
2009,LdB FC Malmö,AIK,2,0,Hemmaseger
2009,LdB FC Malmö,Djurgårdens IF,4,0,Hemmaseger
2009,LdB FC Malmö,Hammarby IF,2,1,Hemmaseger
2009,LdB FC Malmö,KIF Örebro,1,1,Oavgjort
2009,LdB FC Malmö,Kopparbergs/Göteborg,4,0,Hemmaseger
2009,LdB FC Malmö,Kristianstads DFF,6,0,Hemmaseger
2009,LdB FC Malmö,Linköpings FC,0,0,Oavgjort
2009,LdB FC Malmö,Piteå IF,7,0,Hemmaseger
2009,LdB FC Malmö,Stattena IF,8,0,Hemmaseger
2009,LdB FC Malmö,Sunnanå SK,0,4,Bortaseger
2009,LdB FC Malmö,Umeå IK,1,2,Bortaseger
2009,Linköpings FC,AIK,5,0,Hemmaseger
2009,Linköpings FC,Djurgårdens IF,2,0,Hemmaseger
2009,Linköpings FC,Hammarby IF,1,0,Hemmaseger
2009,Linköpings FC,KIF Örebro,4,0,Hemmaseger
2009,Linköpings FC,Kopparbergs/Göteborg,0,1,Bortaseger
2009,Linköpings FC,Kristianstads DFF,2,0,Hemmaseger
2009,Linköpings FC,LdB FC Malmö,0,0,Oavgjort
2009,Linköpings FC,Piteå IF,5,1,Hemmaseger
2009,Linköpings FC,Stattena IF,2,2,Oavgjort
2009,Linköpings FC,Sunnanå SK,0,0,Oavgjort
2009,Linköpings FC,Umeå IK,4,0,Hemmaseger
2009,Piteå IF,AIK,0,1,Bortaseger
2009,Piteå IF,Djurgårdens IF,0,2,Bortaseger
2009,Piteå IF,Hammarby IF,0,2,Bortaseger
2009,Piteå IF,KIF Örebro,2,1,Hemmaseger
2009,Piteå IF,Kopparbergs/Göteborg,1,2,Bortaseger
2009,Piteå IF,Kristianstads DFF,3,0,Hemmaseger
2009,Piteå IF,LdB FC Malmö,0,2,Bortaseger
2009,Piteå IF,Linköpings FC,0,4,Bortaseger
2009,Piteå IF,Stattena IF,1,2,Bortaseger
2009,Piteå IF,Sunnanå SK,0,2,Bortaseger
2009,Piteå IF,Umeå IK,1,1,Oavgjort
2009,Stattena IF,AIK,0,4,Bortaseger
2009,Stattena IF,Djurgårdens IF,0,7,Bortaseger
2009,Stattena IF,Hammarby IF,1,2,Bortaseger
2009,Stattena IF,KIF Örebro,0,2,Bortaseger
2009,Stattena IF,Kopparbergs/Göteborg,0,8,Bortaseger
2009,Stattena IF,Kristianstads DFF,2,5,Bortaseger
2009,Stattena IF,LdB FC Malmö,0,7,Bortaseger
2009,Stattena IF,Linköpings FC,1,3,Bortaseger
2009,Stattena IF,Piteå IF,2,2,Oavgjort
2009,Stattena IF,Sunnanå SK,0,5,Bortaseger
2009,Stattena IF,Umeå IK,1,3,Bortaseger
2009,Sunnanå SK,AIK,0,2,Bortaseger
2009,Sunnanå SK,Djurgårdens IF,0,5,Bortaseger
2009,Sunnanå SK,Hammarby IF,1,0,Hemmaseger
2009,Sunnanå SK,KIF Örebro,1,2,Bortaseger
2009,Sunnanå SK,Kopparbergs/Göteborg,0,0,Oavgjort
2009,Sunnanå SK,Kristianstads DFF,2,1,Hemmaseger
2009,Sunnanå SK,LdB FC Malmö,0,1,Bortaseger
2009,Sunnanå SK,Linköpings FC,0,3,Bortaseger
2009,Sunnanå SK,Piteå IF,2,1,Hemmaseger
2009,Sunnanå SK,Stattena IF,4,0,Hemmaseger
2009,Sunnanå SK,Umeå IK,0,3,Bortaseger
2009,Umeå IK,AIK,1,1,Oavgjort
2009,Umeå IK,Djurgårdens IF,0,0,Oavgjort
2009,Umeå IK,Hammarby IF,4,2,Hemmaseger
2009,Umeå IK,KIF Örebro,2,0,Hemmaseger
2009,Umeå IK,Kopparbergs/Göteborg,5,1,Hemmaseger
2009,Umeå IK,Kristianstads DFF,8,0,Hemmaseger
2009,Umeå IK,LdB FC Malmö,1,0,Hemmaseger
2009,Umeå IK,Linköpings FC,2,1,Hemmaseger
2009,Umeå IK,Piteå IF,5,1,Hemmaseger
2009,Umeå IK,Stattena IF,5,0,Hemmaseger
2009,Umeå IK,Sunnanå SK,1,2,Bortaseger
2010,AIK,Djurgårdens IF,0,0,Oavgjort
2010,AIK,Hammarby IF,2,4,Bortaseger
